ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5087	"ENSDARG00000079011"	"col17a1b"	chr13	+	24770664	24771017	24770664	24770884	24770972	24771017
5088	"ENSDARG00000079011"	"col17a1b"	chr13	+	24772123	24772469	24772123	24772237	24772361	24772469
5089	"ENSDARG00000079011"	"col17a1b"	chr13	+	24776731	24777224	24776731	24776893	24776979	24777224
5090	"ENSDARG00000079011"	"col17a1b"	chr13	+	24776979	24777224	24776979	24777060	24777152	24777224
5091	"ENSDARG00000042671"	"odr4"	chr2	+	20868284	20868603	20868284	20868384	20868465	20868603
5092	"ENSDARG00000042671"	"odr4"	chr2	+	20871838	20872175	20871838	20871875	20871964	20872175
5093	"ENSDARG00000062116"	"ctdsplb"	chr2	+	21367920	21368355	21367920	21368081	21368275	21368355
5094	"ENSDARG00000062116"	"ctdsplb"	chr2	+	21367920	21368355	21367920	21368081	21368318	21368355
5095	"ENSDARG00000062116"	"ctdsplb"	chr2	+	21376377	21376695	21376377	21376470	21376681	21376695
5096	"ENSDARG00000022518"	"pex5la"	chr6	-	29517992	29518306	29517992	29518022	29518212	29518306
5097	"ENSDARG00000022810"	"fzr1b"	chr2	+	6129316	6129634	6129316	6129441	6129570	6129634
5098	"ENSDARG00000022810"	"fzr1b"	chr2	+	6138647	6138890	6138647	6138713	6138791	6138890
5099	"ENSDARG00000022810"	"fzr1b"	chr2	+	6143672	6144112	6143672	6143924	6144007	6144112
5100	"ENSDARG00000068993"	"zgc:153631"	chr8	+	22362168	22362465	22362168	22362250	22362363	22362465
5101	"ENSDARG00000068993"	"zgc:153631"	chr8	+	22364708	22365042	22364708	22364892	22365000	22365042
5102	"ENSDARG00000023712"	"mao"	chr9	-	33668469	33668781	33668469	33668579	33668683	33668781
5103	"ENSDARG00000023712"	"mao"	chr9	-	33668683	33668913	33668683	33668781	33668859	33668913
5104	"ENSDARG00000023712"	"mao"	chr9	-	33668683	33669049	33668683	33668781	33668996	33669049
5105	"ENSDARG00000023712"	"mao"	chr9	-	33668859	33669049	33668859	33668917	33668996	33669049
5106	"ENSDARG00000045814"	"samm50"	chr25	+	19013588	19013897	19013588	19013688	19013766	19013897
5107	"ENSDARG00000045814"	"samm50"	chr25	+	19013588	19013897	19013588	19013689	19013766	19013897
5108	"ENSDARG00000045814"	"samm50"	chr25	+	19013811	19014188	19013811	19013897	19014100	19014188
5109	"ENSDARG00000077722"	"ppp2r3a"	chr2	+	25289258	25289598	25289258	25289381	25289491	25289598
5110	"ENSDARG00000077975"	"si:ch73-343l4.8"	chr1	-	55892755	55893216	55892755	55892859	55892932	55893216
5111	"ENSDARG00000077975"	"si:ch73-343l4.8"	chr1	-	55892932	55893216	55892932	55893036	55893118	55893216
5112	"ENSDARG00000058824"	"mrpl4"	chr11	-	11326658	11326951	11326658	11326710	11326806	11326951
5113	"ENSDARG00000058824"	"mrpl4"	chr11	-	11326658	11326951	11326658	11326710	11326807	11326951
5114	"ENSDARG00000104204"	"slc1a8a"	chr11	-	15077067	15077442	15077067	15077241	15077399	15077442
5115	"ENSDARG00000104204"	"slc1a8a"	chr11	-	15078399	15078786	15078399	15078610	15078706	15078786
5116	"ENSDARG00000104204"	"slc1a8a"	chr11	-	15078399	15078786	15078399	15078630	15078706	15078786
5117	"ENSDARG00000008461"	"anapc5"	chr8	-	40199711	40199965	40199711	40199813	40199904	40199965
5118	"ENSDARG00000029500"	"rpl34"	chr7	+	59649398	59649626	59649398	59649422	59649583	59649626
5119	"ENSDARG00000029500"	"rpl34"	chr7	+	59649583	59649818	59649583	59649626	59649745	59649818
5120	"ENSDARG00000029500"	"rpl34"	chr7	+	59649398	59649817	59649398	59649422	59649747	59649817
5121	"ENSDARG00000029500"	"rpl34"	chr7	+	59649398	59649817	59649398	59649648	59649747	59649817
5122	"ENSDARG00000029500"	"rpl34"	chr7	+	59649583	59649818	59649583	59649654	59649747	59649818
5123	"ENSDARG00000029500"	"rpl34"	chr7	+	59649583	59649818	59649583	59649660	59649747	59649818
5124	"ENSDARG00000029500"	"rpl34"	chr7	+	59649583	59649818	59649583	59649671	59649747	59649818
5125	"ENSDARG00000029500"	"rpl34"	chr7	+	59649583	59649818	59649583	59649677	59649747	59649818
5126	"ENSDARG00000029500"	"rpl34"	chr7	+	59649398	59649817	59649398	59649648	59649753	59649817
5127	"ENSDARG00000029500"	"rpl34"	chr7	+	59649433	59650035	59649433	59649642	59649935	59650035
5128	"ENSDARG00000029500"	"rpl34"	chr7	+	59649433	59650035	59649433	59649697	59649935	59650035
5129	"ENSDARG00000029500"	"rpl34"	chr7	+	59649433	59650035	59649433	59649817	59649935	59650035
5130	"ENSDARG00000029500"	"rpl34"	chr7	+	59649433	59650035	59649433	59649822	59649935	59650035
5131	"ENSDARG00000029500"	"rpl34"	chr7	+	59649433	59650035	59649433	59649837	59649935	59650035
5132	"ENSDARG00000029500"	"rpl34"	chr7	+	59649433	59650035	59649433	59649852	59649935	59650035
5133	"ENSDARG00000029500"	"rpl34"	chr7	+	59649583	59650035	59649583	59649818	59649935	59650035
5134	"ENSDARG00000029500"	"rpl34"	chr7	+	59660051	59660515	59660051	59660155	59660374	59660515
5135	"ENSDARG00000036831"	"rnf41"	chr23	-	32317542	32318037	32317542	32317678	32317915	32318037
5136	"ENSDARG00000019596"	"nrd1a"	chr2	+	36833148	36833464	36833148	36833220	36833310	36833464
5137	"ENSDARG00000019596"	"nrd1a"	chr2	+	36834358	36834570	36834358	36834394	36834474	36834570
5138	"ENSDARG00000019596"	"nrd1a"	chr2	+	36834358	36834789	36834358	36834570	36834666	36834789
5139	"ENSDARG00000019596"	"nrd1a"	chr2	+	36834677	36834938	36834677	36834789	36834880	36834938
5140	"ENSDARG00000019596"	"nrd1a"	chr2	+	36834677	36835094	36834677	36834938	36835020	36835094
5141	"ENSDARG00000019596"	"nrd1a"	chr2	+	36840568	36841023	36840568	36840655	36840748	36841023
5142	"ENSDARG00000019596"	"nrd1a"	chr2	+	36840748	36841023	36840748	36840868	36840973	36841023
5143	"ENSDARG00000019596"	"nrd1a"	chr2	+	36843639	36844046	36843639	36843696	36843883	36844046
5144	"ENSDARG00000019596"	"nrd1a"	chr2	+	36848324	36848538	36848324	36848415	36848490	36848538
5145	"ENSDARG00000041734"	"tbc1d32"	chr20	+	40769179	40769671	40769179	40769419	40769509	40769671
5146	"ENSDARG00000025513"	"dip2cb"	chr2	-	42508670	42509058	42508670	42508700	42508887	42509058
5147	"ENSDARG00000025513"	"dip2cb"	chr2	-	42510337	42510735	42510337	42510506	42510583	42510735
5148	"ENSDARG00000025513"	"dip2cb"	chr2	-	42537474	42537835	42537474	42537566	42537642	42537835
5149	"ENSDARG00000104149"	"rraga"	chr14	+	14044086	14044492	14044086	14044309	14044397	14044492
5150	"ENSDARG00000041435"	"uba52"	chr2	-	56344756	56345026	56344756	56344843	56344929	56345026
5151	"ENSDARG00000095057"	"si:dkey-103d23.3"	chr9	-	15787460	15787792	15787460	15787625	15787699	15787792
5152	"ENSDARG00000073665"	"rasa1b"	chr10	+	43436304	43436707	43436304	43436462	43436591	43436707
5153	"ENSDARG00000061024"	"rabggta"	chr23	+	1706434	1706741	1706434	1706530	1706616	1706741
5154	"ENSDARG00000061024"	"rabggta"	chr23	+	1716444	1716725	1716444	1716550	1716665	1716725
5155	"ENSDARG00000030999"	"mybl1"	chr24	+	23812422	23812804	23812422	23812536	23812624	23812804
5156	"ENSDARG00000068474"	"si:dkey-94e7.2"	chr2	+	30721465	30721870	30721465	30721581	30721703	30721870
5157	"ENSDARG00000068474"	"si:dkey-94e7.2"	chr2	+	30721465	30721870	30721465	30721580	30721714	30721870
5158	"ENSDARG00000068474"	"si:dkey-94e7.2"	chr2	+	30721703	30722110	30721703	30721870	30722005	30722110
5159	"ENSDARG00000078822"	"ccdc18"	chr2	-	10480829	10481255	10480829	10481035	10481117	10481255
5160	"ENSDARG00000078822"	"ccdc18"	chr2	-	10533107	10533421	10533107	10533275	10533367	10533421
5161	"ENSDARG00000045851"	"galnt8b.1"	chr4	+	5207069	5207509	5207069	5207271	5207342	5207509
5162	"ENSDARG00000075673"	"arhgap21b"	chr2	+	12349869	12350232	12349869	12350114	12350210	12350232
5163	"ENSDARG00000075673"	"arhgap21b"	chr2	+	12384267	12384599	12384267	12384414	12384509	12384599
5164	"ENSDARG00000075673"	"arhgap21b"	chr2	+	12397381	12397660	12397381	12397454	12397570	12397660
5165	"ENSDARG00000053315"	"tmprss3a"	chr9	-	19560874	19561161	19560874	19561030	19561114	19561161
5166	"ENSDARG00000071518"	"krt222"	chr22	-	11720344	11720777	11720344	11720447	11720596	11720777
5167	"ENSDARG00000063451"	"ccdc13"	chr2	+	2204686	2205060	2204686	2204838	2204949	2205060
5168	"ENSDARG00000112454"	"FO744833.2"	chr10	-	21943926	21944344	21943926	21944101	21944192	21944344
5169	"ENSDARG00000112454"	"FO744833.2"	chr10	-	21954914	21955231	21954914	21955011	21955083	21955231
5170	"ENSDARG00000038743"	"copb2"	chr2	-	38998076	38998346	38998076	38998188	38998271	38998346
5171	"ENSDARG00000038743"	"copb2"	chr2	-	39001710	39002157	39001710	39001803	39001951	39002157
5172	"ENSDARG00000038743"	"copb2"	chr2	-	39002482	39002904	39002482	39002593	39002682	39002904
5173	"ENSDARG00000038743"	"copb2"	chr2	-	39013728	39014073	39013728	39013814	39013935	39014073
5174	"ENSDARG00000029248"	"fubp1"	chr2	+	8654034	8654382	8654034	8654157	8654271	8654382
5175	"ENSDARG00000029248"	"fubp1"	chr2	+	8656055	8656361	8656055	8656144	8656220	8656361
5176	"ENSDARG00000029248"	"fubp1"	chr2	+	8656235	8656720	8656235	8656361	8656645	8656720
5177	"ENSDARG00000038667"	"fggy"	chr2	+	112620	113047	112620	112761	112939	113047
5178	"ENSDARG00000038667"	"fggy"	chr2	+	112814	113187	112814	113047	113125	113187
5179	"ENSDARG00000038667"	"fggy"	chr2	+	113567	113982	113567	113673	113907	113982
5180	"ENSDARG00000038667"	"fggy"	chr2	+	113567	113982	113567	113678	113907	113982
5181	"ENSDARG00000038667"	"fggy"	chr2	+	114084	114485	114084	114212	114390	114485
5182	"ENSDARG00000097017"	"mical3a"	chr18	+	10825663	10826003	10825663	10825724	10825901	10826003
5183	"ENSDARG00000097017"	"mical3a"	chr18	+	10847330	10847606	10847330	10847448	10847534	10847606
5184	"ENSDARG00000097017"	"mical3a"	chr18	+	10890843	10891260	10890843	10890938	10891044	10891260
5185	"ENSDARG00000097017"	"mical3a"	chr18	+	10896130	10896464	10896130	10896235	10896370	10896464
5186	"ENSDARG00000092826"	"BX248511.1"	chr10	-	9537187	9537640	9537187	9537270	9537373	9537640
5187	"ENSDARG00000092826"	"BX248511.1"	chr10	-	9537373	9537640	9537373	9537433	9537629	9537640
5188	"ENSDARG00000092826"	"BX248511.1"	chr10	-	9537629	9537975	9537629	9537640	9537918	9537975
5189	"ENSDARG00000014731"	"cacybp"	chr2	+	35598608	35598819	35598608	35598625	35598724	35598819
5190	"ENSDARG00000012982"	"nf1a"	chr15	-	30880288	30880713	30880288	30880455	30880577	30880713
5191	"ENSDARG00000018914"	"hnrnpk"	chr8	-	49748848	49749293	49748848	49749027	49749107	49749293
5192	"ENSDARG00000018914"	"hnrnpk"	chr8	-	49749107	49749293	49749107	49749169	49749261	49749293
5193	"ENSDARG00000091306"	"kcnn1a"	chr2	-	24416738	24417197	24416738	24416808	24417010	24417197
5194	"ENSDARG00000091306"	"kcnn1a"	chr2	-	24427546	24427919	24427546	24427651	24427780	24427919
5195	"ENSDARG00000058463"	"ndufab1a"	chr1	-	9121326	9121708	9121326	9121430	9121579	9121708
5196	"ENSDARG00000058463"	"ndufab1a"	chr1	-	9121326	9121708	9121326	9121436	9121579	9121708
5197	"ENSDARG00000017423"	"patl1"	chr1	-	52782133	52782443	52782133	52782270	52782362	52782443
5198	"ENSDARG00000017423"	"patl1"	chr1	-	52782133	52782443	52782133	52782271	52782362	52782443
5199	"ENSDARG00000103889"	"mettl17"	chr2	-	37827667	37828054	37827667	37827764	37827906	37828054
5200	"ENSDARG00000103889"	"mettl17"	chr2	-	37834417	37834801	37834417	37834567	37834668	37834801
5201	"ENSDARG00000013329"	"ttc5"	chr7	+	19534232	19534429	19534232	19534284	19534372	19534429
5202	"ENSDARG00000020607"	"emc3"	chr6	-	42374755	42375052	42374755	42374849	42374958	42375052
5203	"ENSDARG00000020607"	"emc3"	chr6	-	42374958	42375179	42374958	42375052	42375136	42375179
5204	"ENSDARG00000020607"	"emc3"	chr6	-	42375136	42375465	42375136	42375179	42375273	42375465
5205	"ENSDARG00000020607"	"emc3"	chr6	-	42375136	42375465	42375136	42375190	42375273	42375465
5206	"ENSDARG00000020607"	"emc3"	chr6	-	42375136	42375465	42375136	42375194	42375383	42375465
5207	"ENSDARG00000091833"	"sv2"	chr25	+	6051495	6051849	6051495	6051551	6051687	6051849
5208	"ENSDARG00000091833"	"sv2"	chr25	+	6057047	6057412	6057047	6057146	6057352	6057412
5209	"ENSDARG00000058348"	"scinlb"	chr2	-	10404535	10404903	10404535	10404655	10404728	10404903
5210	"ENSDARG00000095288"	"rusc2"	chr5	+	19315001	19317924	19315001	19315667	19317674	19317924
5211	"ENSDARG00000058062"	"magt1"	chr14	-	12376840	12377108	12376840	12376931	12377006	12377108
5212	"ENSDARG00000058062"	"magt1"	chr14	-	12376840	12377108	12376840	12376931	12377019	12377108
5213	"ENSDARG00000009194"	"col16a1"	chr19	-	38524873	38525308	38524873	38524915	38525209	38525308
5214	"ENSDARG00000009194"	"col16a1"	chr19	-	38525209	38525506	38525209	38525308	38525452	38525506
5215	"ENSDARG00000010381"	"rnf2"	chr2	+	23358216	23358523	23358216	23358221	23358351	23358523
5216	"ENSDARG00000010381"	"rnf2"	chr2	+	23358216	23358523	23358216	23358234	23358351	23358523
5217	"ENSDARG00000097275"	"si:ch211-147g22.4"	chr25	+	10850323	10850735	10850323	10850605	10850682	10850735
5218	"ENSDARG00000055900"	"zswim5"	chr2	+	27538257	27538672	27538257	27538407	27538508	27538672
5219	"ENSDARG00000022213"	"uck2b"	chr2	-	6054670	6054949	6054670	6054719	6054853	6054949
5220	"ENSDARG00000099617"	"sdr39u1"	chr2	+	37817851	37818118	37817851	37817904	37818035	37818118
5221	"ENSDARG00000099617"	"sdr39u1"	chr2	+	37818035	37818370	37818035	37818118	37818252	37818370
5222	"ENSDARG00000099617"	"sdr39u1"	chr2	+	37818035	37818370	37818035	37818118	37818288	37818370
5223	"ENSDARG00000099617"	"sdr39u1"	chr2	+	37818252	37818569	37818252	37818374	37818515	37818569
5224	"ENSDARG00000005754"	"ptprfb"	chr2	-	17677426	17677585	17677426	17677453	17677535	17677585
5225	"ENSDARG00000055903"	"luc7l"	chr24	+	39641144	39641580	39641144	39641211	39641495	39641580
5226	"ENSDARG00000055903"	"luc7l"	chr24	+	39641495	39641795	39641495	39641576	39641676	39641795
5227	"ENSDARG00000055903"	"luc7l"	chr24	+	39641495	39641795	39641495	39641576	39641766	39641795
5228	"ENSDARG00000055903"	"luc7l"	chr24	+	39641144	39641863	39641144	39641211	39641766	39641863
5229	"ENSDARG00000068551"	"elovl8a"	chr2	+	27403299	27403751	27403299	27403497	27403659	27403751
5230	"ENSDARG00000029003"	"eif1axa"	chr5	-	24004008	24004303	24004008	24004100	24004248	24004303
5231	"ENSDARG00000070109"	"ncapg"	chr1	+	23560166	23560575	23560166	23560234	23560457	23560575
5232	"ENSDARG00000070109"	"ncapg"	chr1	+	23561733	23562084	23561733	23561841	23561999	23562084
5233	"ENSDARG00000070109"	"ncapg"	chr1	+	23561981	23562385	23561981	23562084	23562189	23562385
5234	"ENSDARG00000070109"	"ncapg"	chr1	+	23563325	23563774	23563325	23563449	23563690	23563774
5235	"ENSDARG00000070109"	"ncapg"	chr1	+	23572326	23572574	23572326	23572403	23572504	23572574
5236	"ENSDARG00000070109"	"ncapg"	chr1	+	23572326	23572825	23572326	23572574	23572698	23572825
5237	"ENSDARG00000054170"	"ltb4r2b"	chr2	+	37811029	37811349	37811029	37811209	37811305	37811349
5238	"ENSDARG00000102569"	"polr3a"	chr12	+	47842136	47842497	47842136	47842250	47842461	47842497
5239	"ENSDARG00000102569"	"polr3a"	chr12	+	47842136	47842497	47842136	47842250	47842471	47842497
5240	"ENSDARG00000009922"	"dmbx1a"	chr2	-	10188148	10188507	10188148	10188327	10188431	10188507
5241	"ENSDARG00000009922"	"dmbx1a"	chr2	-	10188148	10188507	10188148	10188342	10188431	10188507
5242	"ENSDARG00000006052"	"malt2"	chr22	-	15711747	15712058	15711747	15711789	15711872	15712058
5243	"ENSDARG00000006052"	"malt2"	chr22	-	15711747	15712058	15711747	15711789	15711876	15712058
5244	"ENSDARG00000006052"	"malt2"	chr22	-	15711872	15712058	15711872	15711917	15712005	15712058
5245	"ENSDARG00000006052"	"malt2"	chr22	-	15712457	15712941	15712457	15712608	15712878	15712941
5246	"ENSDARG00000061786"	"klhl2"	chr1	-	20950915	20951267	20950915	20951038	20951150	20951267
5247	"ENSDARG00000092272"	"BX511161.1"	chr16	-	33582867	33583356	33582867	33582955	33583281	33583356
5248	"ENSDARG00000040310"	"prpf4bb"	chr24	-	11474896	11475324	11474896	11475011	11475133	11475324
5249	"ENSDARG00000040310"	"prpf4bb"	chr24	-	11483522	11483845	11483522	11483674	11483756	11483845
5250	"ENSDARG00000007077"	"ankrd50l"	chr9	+	32860344	32860640	32860344	32860412	32860627	32860640
5251	"ENSDARG00000111474"	"cfap100"	chr6	-	22058104	22058438	22058104	22058172	22058263	22058438
5252	"ENSDARG00000094022"	"AL831745.2"	chr13	-	24605030	24605372	24605030	24605099	24605300	24605372
5253	"ENSDARG00000094022"	"AL831745.2"	chr13	-	24605300	24605639	24605300	24605372	24605576	24605639
5254	"ENSDARG00000059642"	"mtmr14"	chr6	-	21705110	21705565	21705110	21705305	21705489	21705565
5255	"ENSDARG00000059642"	"mtmr14"	chr6	-	21716223	21716482	21716223	21716251	21716421	21716482
5256	"ENSDARG00000059642"	"mtmr14"	chr6	-	21719437	21719689	21719437	21719513	21719647	21719689
5257	"ENSDARG00000059642"	"mtmr14"	chr6	-	21719647	21720015	21719647	21719689	21719906	21720015
5258	"ENSDARG00000052061"	"col4a6"	chr7	-	50926958	50927336	50926958	50927108	50927204	50927336
5259	"ENSDARG00000052061"	"col4a6"	chr7	-	50955038	50955219	50955038	50955091	50955174	50955219
5260	"ENSDARG00000052061"	"col4a6"	chr7	-	50971564	50971927	50971564	50971600	50971851	50971927
5261	"ENSDARG00000052061"	"col4a6"	chr7	-	51101918	51102220	51101918	51101964	51102127	51102220
5262	"ENSDARG00000075487"	"si:ch211-267e7.3"	chr2	-	20581693	20582044	20581693	20581881	20581963	20582044
5263	"ENSDARG00000075487"	"si:ch211-267e7.3"	chr2	-	20587411	20587767	20587411	20587494	20587691	20587767
5264	"ENSDARG00000077073"	"tanc1a"	chr6	-	12044143	12044364	12044143	12044235	12044328	12044364
5265	"ENSDARG00000088225"	NA	chr6	+	4233024	4233292	4233024	4233095	4233201	4233292
5266	"ENSDARG00000035507"	"ddx31"	chr5	+	29715667	29716040	29715667	29715743	29715833	29716040
5267	"ENSDARG00000035507"	"ddx31"	chr5	+	29715833	29716040	29715833	29715877	29715955	29716040
5268	"ENSDARG00000033450"	"nkap"	chr14	-	33419573	33420001	33419573	33419723	33419816	33420001
5269	"ENSDARG00000033450"	"nkap"	chr14	-	33419816	33420120	33419816	33420005	33420094	33420120
5270	"ENSDARG00000042988"	"slc24a2"	chr1	+	12030928	12031163	12030928	12030964	12031060	12031163
5271	"ENSDARG00000042988"	"slc24a2"	chr1	+	12032816	12033053	12032816	12032840	12032976	12033053
5272	"ENSDARG00000042988"	"slc24a2"	chr1	+	12032976	12033225	12032976	12033053	12033150	12033225
5273	"ENSDARG00000037589"	"gid8b"	chr23	+	17509793	17510201	17509793	17509876	17510052	17510201
5274	"ENSDARG00000037589"	"gid8b"	chr23	+	17512033	17512472	17512033	17512165	17512275	17512472
5275	"ENSDARG00000029234"	"stxbp5b"	chr17	-	7266028	7266344	7266028	7266091	7266260	7266344
5276	"ENSDARG00000078659"	"tmem176"	chr1	-	44936269	44936740	44936269	44936348	44936443	44936740
5277	"ENSDARG00000078659"	"tmem176"	chr1	-	44936443	44936740	44936443	44936560	44936666	44936740
5278	"ENSDARG00000019213"	NA	chr14	+	21183467	21183923	21183467	21183631	21183716	21183923
5279	"ENSDARG00000019213"	NA	chr14	+	21195551	21195875	21195551	21195599	21195760	21195875
5280	"ENSDARG00000093112"	"espnlb"	chr2	+	22788363	22788720	22788363	22788499	22788595	22788720
5281	"ENSDARG00000107534"	"erich2"	chr6	+	3818580	3818920	3818580	3818695	3818797	3818920
5282	"ENSDARG00000107534"	"erich2"	chr6	+	3821235	3821625	3821235	3821327	3821452	3821625
5283	"ENSDARG00000077353"	"rerea"	chr23	+	22925201	22925656	22925201	22925389	22925475	22925656
5284	"ENSDARG00000077353"	"rerea"	chr23	+	22925475	22925936	22925475	22925656	22925906	22925936
5285	"ENSDARG00000053586"	"creb1a"	chr1	-	33556010	33556395	33556010	33556142	33556296	33556395
5286	"ENSDARG00000060954"	"tmcc1b"	chr11	+	18212121	18212569	18212121	18212168	18212433	18212569
5287	"ENSDARG00000039931"	"slc25a33"	chr23	-	29865406	29865700	29865406	29865473	29865664	29865700
5288	"ENSDARG00000042780"	"apoba"	chr17	+	30711039	30711520	30711039	30711265	30711352	30711520
5289	"ENSDARG00000042780"	"apoba"	chr17	+	30725944	30726178	30725944	30726062	30726148	30726178
5290	"ENSDARG00000093327"	"si:rp71-1h3.1"	chr13	-	26497090	26497305	26497090	26497135	26497273	26497305
5291	"ENSDARG00000078428"	"si:ch211-256e16.4"	chr3	+	58124432	58124893	58124432	58124605	58124705	58124893
5292	"ENSDARG00000059914"	"sdr42e2"	chr3	+	58411517	58411681	58411517	58411520	58411607	58411681
5293	"ENSDARG00000079329"	"cop1"	chr2	+	35122355	35122617	35122355	35122410	35122502	35122617
5294	"ENSDARG00000079329"	"cop1"	chr2	+	35122355	35122846	35122355	35122617	35122710	35122846
5295	"ENSDARG00000012588"	"ptdss1a"	chr16	+	53285457	53285777	53285457	53285547	53285732	53285777
5296	"ENSDARG00000019507"	"mcm5"	chr3	+	26007470	26007835	26007470	26007647	26007724	26007835
5297	"ENSDARG00000015790"	"atp1b3a"	chr2	-	16562698	16562963	16562698	16562797	16562914	16562963
5298	"ENSDARG00000008105"	"mettl2a"	chr3	+	19673198	19673555	19673198	19673378	19673466	19673555
5299	"ENSDARG00000008105"	"mettl2a"	chr3	+	19676742	19677031	19676742	19676803	19676880	19677031
5300	"ENSDARG00000070957"	"im:7160594"	chr24	+	39215334	39215767	39215334	39215475	39215608	39215767
5301	"ENSDARG00000036833"	"upp2"	chr9	-	16108144	16108536	16108144	16108303	16108425	16108536
5302	"ENSDARG00000052304"	"uqcrc1"	chr6	+	22348157	22348518	22348157	22348318	22348417	22348518
5303	"ENSDARG00000052304"	"uqcrc1"	chr6	+	22349463	22349726	22349463	22349552	22349615	22349726
5304	"ENSDARG00000052304"	"uqcrc1"	chr6	+	22349463	22349726	22349463	22349552	22349646	22349726
5305	"ENSDARG00000074933"	"polg2"	chr6	+	23018410	23018900	23018410	23018586	23018759	23018900
5306	"ENSDARG00000074933"	"polg2"	chr6	+	23018764	23019080	23018764	23018900	23018999	23019080
5307	"ENSDARG00000010586"	"tex9"	chr7	-	34502445	34502822	34502445	34502522	34502614	34502822
5308	"ENSDARG00000010586"	"tex9"	chr7	-	34502614	34502822	34502614	34502663	34502744	34502822
5309	"ENSDARG00000090418"	"wdsub1"	chr6	+	12012752	12013106	12012752	12012846	12013027	12013106
5310	"ENSDARG00000090418"	"wdsub1"	chr6	+	12016313	12016525	12016313	12016347	12016418	12016525
5311	"ENSDARG00000101293"	NA	chr6	-	25318712	25319134	25318712	25318855	25318938	25319134
5312	"ENSDARG00000101293"	NA	chr6	-	25318938	25319134	25318938	25319015	25319105	25319134
5313	"ENSDARG00000100374"	"txnrd3"	chr6	-	1170916	1171381	1170916	1171009	1171182	1171381
5314	"ENSDARG00000100374"	"txnrd3"	chr6	-	1177558	1177939	1177558	1177642	1177831	1177939
5315	"ENSDARG00000100374"	"txnrd3"	chr6	-	1179486	1179759	1179486	1179596	1179714	1179759
5316	"ENSDARG00000039256"	"spega"	chr6	+	21130883	21131297	21130883	21130998	21131107	21131297
5317	"ENSDARG00000039256"	"spega"	chr6	+	21135439	21135739	21135439	21135555	21135634	21135739
5318	"ENSDARG00000039256"	"spega"	chr6	+	21143043	21143419	21143043	21143193	21143313	21143419
5319	"ENSDARG00000039256"	"spega"	chr6	+	21143557	21143855	21143557	21143699	21143797	21143855
5320	"ENSDARG00000039256"	"spega"	chr6	+	21143557	21144043	21143557	21143855	21143965	21144043
5321	"ENSDARG00000039256"	"spega"	chr6	+	21148859	21149204	21148859	21148976	21149067	21149204
5322	"ENSDARG00000039256"	"spega"	chr6	+	21148859	21149204	21148859	21148976	21149072	21149204
5323	"ENSDARG00000039256"	"spega"	chr6	+	21149072	21149450	21149072	21149204	21149327	21149450
5324	"ENSDARG00000039256"	"spega"	chr6	+	21149072	21149450	21149072	21149235	21149327	21149450
5325	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14864149	14864461	14864149	14864329	14864407	14864461
5326	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14864149	14864607	14864149	14864461	14864562	14864607
5327	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14864572	14864753	14864572	14864607	14864699	14864753
5328	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14866173	14866360	14866173	14866218	14866307	14866360
5329	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14866307	14866538	14866307	14866361	14866501	14866538
5330	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14867174	14867534	14867174	14867282	14867354	14867534
5331	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14867354	14867534	14867354	14867408	14867488	14867534
5332	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14867488	14867820	14867488	14867542	14867627	14867820
5333	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14867627	14867820	14867627	14867672	14867774	14867820
5334	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14869525	14869731	14869525	14869601	14869677	14869731
5335	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14869525	14869880	14869525	14869731	14869826	14869880
5336	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14870076	14870548	14870076	14870130	14870372	14870548
5337	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14870372	14870548	14870372	14870417	14870503	14870548
5338	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14871846	14872247	14871846	14871954	14872057	14872247
5339	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14872057	14872247	14872057	14872111	14872201	14872247
5340	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14873518	14873792	14873518	14873572	14873684	14873792
5341	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14875487	14875746	14875487	14875611	14875692	14875746
5342	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14875487	14875878	14875487	14875746	14875824	14875878
5343	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14876884	14877318	14876884	14876968	14877096	14877318
5344	"ENSDARG00000002295"	"si:dkey-21p1.3"	chr8	+	14877096	14877318	14877096	14877150	14877264	14877318
