ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3294	"ENSDARG00000098666"	"si:dkey-93h22.8"	chr11	+	45103731	45104048	45103731	45103902	45103981	45104048
3295	"ENSDARG00000091851"	"tsen2"	chr11	-	591394	591727	591394	591431	591532	591727
3296	"ENSDARG00000099220"	"BX571942.1"	chr11	+	14622259	14622671	14622259	14622328	14622378	14622671
3297	"ENSDARG00000053113"	"ly75"	chr11	+	11171520	11171823	11171520	11171629	11171738	11171823
3298	"ENSDARG00000053113"	"ly75"	chr11	+	11184675	11185157	11184675	11184899	11184998	11185157
3299	"ENSDARG00000057987"	"uba3"	chr11	-	17796834	17797274	17796834	17796915	17796997	17797274
3300	"ENSDARG00000057987"	"uba3"	chr11	-	17796997	17797274	17796997	17797080	17797202	17797274
3301	"ENSDARG00000057987"	"uba3"	chr11	-	17802791	17803051	17802791	17802888	17803023	17803051
3302	"ENSDARG00000086655"	"mkrn2os.1"	chr11	+	577959	578266	577959	578006	578080	578266
3303	"ENSDARG00000012899"	"ddx49"	chr11	-	6869311	6869738	6869311	6869557	6869673	6869738
3304	"ENSDARG00000012899"	"ddx49"	chr11	-	6869686	6869887	6869686	6869745	6869815	6869887
3305	"ENSDARG00000012899"	"ddx49"	chr11	-	6874036	6874458	6874036	6874134	6874236	6874458
3306	"ENSDARG00000012899"	"ddx49"	chr11	-	6874236	6874458	6874236	6874313	6874385	6874458
3307	"ENSDARG00000059406"	"raf1b"	chr11	+	537021	537480	537021	537097	537350	537480
3308	"ENSDARG00000030687"	"phka2"	chr11	-	33879276	33879639	33879276	33879330	33879615	33879639
3309	"ENSDARG00000030687"	"phka2"	chr11	-	33879615	33880105	33879615	33879639	33879986	33880105
3310	"ENSDARG00000030687"	"phka2"	chr11	-	33888657	33889005	33888657	33888758	33888834	33889005
3311	"ENSDARG00000030687"	"phka2"	chr11	-	33891812	33892197	33891812	33891937	33892026	33892197
3312	"ENSDARG00000030687"	"phka2"	chr11	-	33892026	33892197	33892026	33892105	33892187	33892197
3313	"ENSDARG00000030687"	"phka2"	chr11	-	33900137	33900481	33900137	33900247	33900324	33900481
3314	"ENSDARG00000030687"	"phka2"	chr11	-	33902225	33902705	33902225	33902333	33902563	33902705
3315	"ENSDARG00000041991"	"rrp9"	chr11	-	36224765	36225007	36224765	36224868	36224965	36225007
3316	"ENSDARG00000074023"	"rbms1a"	chr11	+	10939836	10940197	10939836	10939988	10940117	10940197
3317	"ENSDARG00000057997"	"tmf1"	chr11	-	17763085	17763494	17763085	17763211	17763341	17763494
3318	"ENSDARG00000057997"	"tmf1"	chr11	-	17765481	17765741	17765481	17765638	17765725	17765741
3319	"ENSDARG00000070922"	"cnbpb"	chr11	-	492480	492950	492480	492734	492838	492950
3320	"ENSDARG00000070922"	"cnbpb"	chr11	-	494980	495249	494980	495046	495130	495249
3321	"ENSDARG00000040152"	"nek4"	chr11	-	4014454	4014772	4014454	4014536	4014617	4014772
3322	"ENSDARG00000016918"	"ace2"	chr11	-	29984050	29984321	29984050	29984167	29984256	29984321
3323	"ENSDARG00000016918"	"ace2"	chr11	-	29984256	29984503	29984256	29984357	29984441	29984503
3324	"ENSDARG00000016918"	"ace2"	chr11	-	29987497	29987802	29987497	29987596	29987686	29987802
3325	"ENSDARG00000016918"	"ace2"	chr11	-	29987497	29987802	29987497	29987596	29987698	29987802
3326	"ENSDARG00000016918"	"ace2"	chr11	-	29987698	29988147	29987698	29987802	29987920	29988147
3327	"ENSDARG00000016918"	"ace2"	chr11	-	29987698	29988147	29987698	29987825	29987920	29988147
3328	"ENSDARG00000016918"	"ace2"	chr11	-	29987698	29988147	29987698	29987829	29987920	29988147
3329	"ENSDARG00000016918"	"ace2"	chr11	-	29987698	29988147	29987698	29987831	29987920	29988147
3330	"ENSDARG00000016918"	"ace2"	chr11	-	29988856	29989316	29988856	29989026	29989275	29989316
3331	"ENSDARG00000063466"	"isy1"	chr11	-	483254	483976	483254	483435	483910	483976
3332	"ENSDARG00000002411"	"pde4cb"	chr11	+	6776177	6776494	6776177	6776248	6776381	6776494
3333	"ENSDARG00000003974"	"spoplb"	chr11	+	33822436	33822708	33822436	33822494	33822594	33822708
3334	"ENSDARG00000003974"	"spoplb"	chr11	+	33835289	33835641	33835289	33835412	33835494	33835641
3335	"ENSDARG00000061497"	"thsd7bb"	chr11	+	33748070	33748348	33748070	33748076	33748190	33748348
3336	"ENSDARG00000006307"	"shisa4"	chr11	+	24880397	24880873	24880397	24880542	24880736	24880873
3337	"ENSDARG00000026882"	"palm1a"	chr11	+	14252605	14252928	14252605	14252627	14252862	14252928
3338	"ENSDARG00000021582"	"dynlrb1"	chr11	+	26604604	26605022	26604604	26604680	26604835	26605022
3339	"ENSDARG00000026985"	"lims1"	chr11	-	33609961	33610171	33609961	33610082	33610167	33610171
3340	"ENSDARG00000070606"	"ikbke"	chr11	-	21386211	21386540	21386211	21386281	21386404	21386540
3341	"ENSDARG00000070606"	"ikbke"	chr11	-	21403607	21403804	21403607	21403693	21403784	21403804
3342	"ENSDARG00000070606"	"ikbke"	chr11	-	21403784	21404044	21403784	21403804	21403890	21404044
3343	"ENSDARG00000007494"	"st3gal8"	chr11	-	26569092	26569523	26569092	26569212	26569289	26569523
3344	"ENSDARG00000007494"	"st3gal8"	chr11	-	26569289	26569523	26569289	26569335	26569417	26569523
3345	"ENSDARG00000056615"	"cybb"	chr11	-	29796869	29797187	29796869	29796987	29797066	29797187
3346	"ENSDARG00000046132"	"dynlt3"	chr11	+	29791358	29791746	29791358	29791400	29791608	29791746
3347	"ENSDARG00000008727"	"ranbp3a"	chr11	+	6300103	6300446	6300103	6300214	6300363	6300446
3348	"ENSDARG00000008727"	"ranbp3a"	chr11	+	6309859	6310151	6309859	6309954	6310052	6310151
3349	"ENSDARG00000057093"	"kdm5ba"	chr11	+	24825306	24825620	24825306	24825438	24825526	24825620
3350	"ENSDARG00000057093"	"kdm5ba"	chr11	+	24832687	24833113	24832687	24832846	24832932	24833113
3351	"ENSDARG00000057093"	"kdm5ba"	chr11	+	24833314	24833725	24833314	24833477	24833585	24833725
3352	"ENSDARG00000057093"	"kdm5ba"	chr11	+	24840459	24840852	24840459	24840633	24840737	24840852
3353	"ENSDARG00000006219"	"gnl3"	chr11	+	3965732	3966033	3965732	3965874	3965945	3966033
3354	"ENSDARG00000006219"	"gnl3"	chr11	+	3965945	3966393	3965945	3966033	3966217	3966393
3355	"ENSDARG00000006219"	"gnl3"	chr11	+	3967337	3967681	3967337	3967480	3967554	3967681
3356	"ENSDARG00000002552"	"mapkapk2a"	chr11	-	21157923	21158186	21157923	21158004	21158105	21158186
3357	"ENSDARG00000002552"	"mapkapk2a"	chr11	-	21158589	21159053	21158589	21158665	21158769	21159053
3358	"ENSDARG00000002552"	"mapkapk2a"	chr11	-	21158769	21159053	21158769	21158896	21158975	21159053
3359	"ENSDARG00000007278"	"ect2"	chr11	-	10453024	10453441	10453024	10453104	10453254	10453441
3360	"ENSDARG00000027915"	"zc2hc1a"	chr24	-	22750606	22751028	22750606	22750688	22750992	22751028
3361	"ENSDARG00000012013"	"cpa6"	chr24	-	18891880	18892243	18891880	18891966	18892132	18892243
3362	"ENSDARG00000057074"	"rpgrb"	chr11	+	29779353	29779734	29779353	29779509	29779618	29779734
3363	"ENSDARG00000057074"	"rpgrb"	chr11	+	29787976	29788330	29787976	29788192	29788281	29788330
3364	"ENSDARG00000076952"	"fer1l4"	chr11	+	26456624	26457082	26456624	26456730	26456911	26457082
3365	"ENSDARG00000110460"	"zgc:174357"	chr11	-	12232169	12232410	12232169	12232207	12232310	12232410
3366	"ENSDARG00000044179"	"rbms2a"	chr11	+	1902968	1903322	1902968	1903120	1903242	1903322
3367	"ENSDARG00000068192"	"taf4a"	chr11	-	20958790	20959242	20958790	20958916	20959118	20959242
3368	"ENSDARG00000058696"	"tbl1xr1a"	chr11	+	8678509	8678843	8678509	8678675	8678758	8678843
3369	"ENSDARG00000078658"	"supt20"	chr10	-	35051740	35052198	35051740	35051840	35052104	35052198
3370	"ENSDARG00000014373"	"ddx4"	chr10	+	6893885	6894372	6893885	6893960	6894199	6894372
3371	"ENSDARG00000014373"	"ddx4"	chr10	+	6894199	6894372	6894199	6894226	6894309	6894372
3372	"ENSDARG00000097963"	"CR589875.2"	chr11	+	32506645	32506970	32506645	32506708	32506898	32506970
3373	"ENSDARG00000012506"	"rnpep"	chr11	+	24782187	24782631	24782187	24782406	24782488	24782631
3374	"ENSDARG00000044943"	"npepps"	chr11	-	12133195	12133438	12133195	12133256	12133367	12133438
3375	"ENSDARG00000044943"	"npepps"	chr11	-	12152313	12152628	12152313	12152391	12152544	12152628
3376	"ENSDARG00000056720"	"utp3"	chr11	-	26372686	26373053	26372686	26372783	26372968	26373053
3377	"ENSDARG00000056720"	"utp3"	chr11	-	26373794	26374186	26373794	26373947	26374041	26374186
3378	"ENSDARG00000056720"	"utp3"	chr11	-	26374717	26375073	26374717	26374774	26374854	26375073
3379	"ENSDARG00000056720"	"utp3"	chr11	-	26374854	26375073	26374854	26374911	26374990	26375073
3380	"ENSDARG00000070073"	"si:dkey-13m1.5"	chr11	+	13514272	13514577	13514272	13514385	13514439	13514577
3381	"ENSDARG00000044942"	"mrpl45"	chr11	-	12101913	12102340	12101913	12101962	12102061	12102340
3382	"ENSDARG00000044942"	"mrpl45"	chr11	-	12102061	12102340	12102061	12102160	12102255	12102340
3383	"ENSDARG00000033175"	"snrpe"	chr11	+	37720582	37721053	37720582	37720750	37721039	37721053
3384	"ENSDARG00000033175"	"snrpe"	chr11	+	37720755	37721053	37720755	37720792	37721039	37721053
3385	"ENSDARG00000003165"	"nr2f6b"	chr11	+	6123999	6124299	6123999	6124094	6124243	6124299
3386	"ENSDARG00000100400"	"FO704610.1"	chr11	+	31646936	31647344	31646936	31646994	31647229	31647344
3387	"ENSDARG00000021838"	"rps23"	chr11	+	42556394	42556754	42556394	42556498	42556658	42556754
3388	"ENSDARG00000098574"	"srsf11"	chr11	+	45393089	45393530	45393089	45393205	45393430	45393530
3389	"ENSDARG00000098574"	"srsf11"	chr11	+	45395256	45395610	45395256	45395306	45395459	45395610
3390	"ENSDARG00000098574"	"srsf11"	chr11	+	45395256	45395610	45395256	45395306	45395466	45395610
3391	"ENSDARG00000098574"	"srsf11"	chr11	+	45395256	45395610	45395256	45395306	45395472	45395610
3392	"ENSDARG00000098118"	"trappc10"	chr11	-	45359156	45359640	45359156	45359351	45359470	45359640
3393	"ENSDARG00000098118"	"trappc10"	chr11	-	45370155	45370574	45370155	45370289	45370483	45370574
3394	"ENSDARG00000025902"	"plekhg5a"	chr11	-	24476750	24477193	24476750	24476888	24477031	24477193
3395	"ENSDARG00000025902"	"plekhg5a"	chr11	-	24503572	24503939	24503572	24503664	24503887	24503939
3396	"ENSDARG00000062222"	"mxra8a"	chr11	-	24433561	24433802	24433561	24433636	24433722	24433802
3397	"ENSDARG00000027183"	"namptb"	chr11	-	19733078	19733461	19733078	19733204	19733315	19733461
3398	"ENSDARG00000097827"	"lrp1aa"	chr11	+	1738968	1739220	1738968	1739049	1739169	1739220
3399	"ENSDARG00000097827"	"lrp1aa"	chr11	+	1855463	1855729	1855463	1855557	1855699	1855729
3400	"ENSDARG00000009942"	"cdc6"	chr11	-	11788159	11788417	11788159	11788226	11788316	11788417
3401	"ENSDARG00000009942"	"cdc6"	chr11	-	11788159	11788417	11788159	11788229	11788316	11788417
3402	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13208726	13209122	13208726	13208900	13208987	13209122
3403	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13208987	13209406	13208987	13209162	13209285	13209406
3404	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13210542	13210992	13210542	13210727	13210834	13210992
3405	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13210542	13210992	13210542	13210727	13210885	13210992
3406	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13210542	13210992	13210542	13210727	13210930	13210992
3407	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13210542	13210992	13210542	13210727	13210981	13210992
3408	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13210885	13211211	13210885	13210992	13211088	13211211
3409	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13210885	13211211	13210885	13210993	13211088	13211211
3410	"ENSDARG00000070083"	"atp5f1b"	chr11	+	13212150	13212643	13212150	13212363	13212444	13212643
3411	"ENSDARG00000094327"	NA	chr11	-	16084580	16084809	16084580	16084652	16084728	16084809
3412	"ENSDARG00000094327"	NA	chr11	-	16088939	16089415	16088939	16089042	16089360	16089415
3413	"ENSDARG00000056805"	"plch2b"	chr11	-	25761394	25761663	25761394	25761491	25761576	25761663
3414	"ENSDARG00000056805"	"plch2b"	chr11	-	25761394	25761663	25761394	25761494	25761576	25761663
3415	"ENSDARG00000070787"	"jupa"	chr11	+	11764877	11765269	11764877	11765014	11765124	11765269
3416	"ENSDARG00000011613"	"rbm39a"	chr11	+	24341933	24342653	24341933	24342116	24342207	24342653
3417	"ENSDARG00000011613"	"rbm39a"	chr11	+	24341933	24342653	24341933	24342116	24342316	24342653
3418	"ENSDARG00000011613"	"rbm39a"	chr11	+	24341933	24342653	24341933	24342116	24342337	24342653
3419	"ENSDARG00000011613"	"rbm39a"	chr11	+	24341933	24342653	24341933	24342116	24342357	24342653
3420	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342207	24342653	24342207	24342452	24342587	24342653
3421	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342207	24342653	24342207	24342461	24342587	24342653
3422	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342587	24342802	24342587	24342653	24342753	24342802
3423	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342587	24342802	24342587	24342653	24342762	24342802
3424	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342587	24342802	24342587	24342653	24342777	24342802
3425	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342753	24343006	24342753	24342807	24342889	24343006
3426	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342762	24343241	24342762	24342802	24342889	24343241
3427	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342753	24343006	24342753	24342807	24342893	24343006
3428	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342762	24343241	24342762	24343006	24343088	24343241
3429	"ENSDARG00000011613"	"rbm39a"	chr11	+	24342762	24343241	24342762	24343011	24343088	24343241
3430	"ENSDARG00000011613"	"rbm39a"	chr11	+	24343701	24344016	24343701	24343925	24344010	24344016
3431	"ENSDARG00000011613"	"rbm39a"	chr11	+	24344398	24344666	24344398	24344502	24344587	24344666
3432	"ENSDARG00000077526"	"babam1"	chr11	-	6060430	6060659	6060430	6060560	6060643	6060659
3433	"ENSDARG00000077526"	"babam1"	chr11	-	6064036	6064306	6064036	6064153	6064247	6064306
3434	"ENSDARG00000103428"	"ogdhb"	chr10	+	45176443	45176924	45176443	45176497	45176666	45176924
3435	"ENSDARG00000103428"	"ogdhb"	chr10	+	45176443	45176924	45176443	45176575	45176666	45176924
3436	"ENSDARG00000103428"	"ogdhb"	chr10	+	45176443	45176924	45176443	45176580	45176666	45176924
3437	"ENSDARG00000070513"	"brpf3a"	chr11	-	25716547	25716791	25716547	25716636	25716726	25716791
3438	"ENSDARG00000070513"	"brpf3a"	chr11	-	25716612	25716887	25716612	25716796	25716838	25716887
3439	"ENSDARG00000070513"	"brpf3a"	chr11	-	25716612	25716936	25716612	25716887	25716902	25716936
3440	"ENSDARG00000070513"	"brpf3a"	chr11	-	25726378	25726796	25726378	25726521	25726664	25726796
3441	"ENSDARG00000074508"	"si:dkey-28e7.3"	chr11	-	11602421	11602669	11602421	11602513	11602619	11602669
3442	"ENSDARG00000074508"	"si:dkey-28e7.3"	chr11	-	11612692	11612980	11612692	11612802	11612905	11612980
3443	"ENSDARG00000074508"	"si:dkey-28e7.3"	chr11	-	11616535	11616795	11616535	11616644	11616737	11616795
3444	"ENSDARG00000045003"	"plvapb"	chr11	-	6047072	6047271	6047072	6047127	6047183	6047271
3445	"ENSDARG00000059246"	"hnrnpd"	chr10	-	5001741	5002214	5001741	5001788	5002109	5002214
3446	"ENSDARG00000059246"	"hnrnpd"	chr10	-	5009779	5010140	5009779	5009911	5009993	5010140
3447	"ENSDARG00000097592"	"si:dkey-40c23.1"	chr11	+	1576015	1576293	1576015	1576097	1576237	1576293
3448	"ENSDARG00000102023"	"phf13"	chr11	+	41095677	41096139	41095677	41095779	41095874	41096139
3449	"ENSDARG00000102023"	"phf13"	chr11	+	41095677	41096139	41095677	41095779	41095882	41096139
3450	"ENSDARG00000102023"	"phf13"	chr11	+	41095677	41096139	41095677	41095779	41096064	41096139
3451	"ENSDARG00000099306"	"zgc:175088"	chr11	-	41081861	41082214	41081861	41082000	41082093	41082214
3452	"ENSDARG00000099902"	"il17rc"	chr11	+	37251824	37252313	37251824	37251853	37251982	37252313
3453	"ENSDARG00000099902"	"il17rc"	chr11	+	37251824	37252313	37251824	37251862	37251982	37252313
3454	"ENSDARG00000099902"	"il17rc"	chr11	+	37261504	37261992	37261504	37261546	37261870	37261992
3455	"ENSDARG00000100115"	"dnah1"	chr11	-	34679908	34680275	34679908	34680067	34680155	34680275
3456	"ENSDARG00000100115"	"dnah1"	chr11	-	34716220	34716688	34716220	34716379	34716555	34716688
3457	"ENSDARG00000074565"	"pusl1"	chr11	+	3509738	3510147	3509738	3509778	3509997	3510147
3458	"ENSDARG00000069356"	"adgrl2a"	chr11	+	7726518	7726802	7726518	7726557	7726673	7726802
3459	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37206281	37206621	37206281	37206386	37206473	37206621
3460	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37206714	37207040	37206714	37206821	37206911	37207040
3461	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37213367	37213812	37213367	37213549	37213633	37213812
3462	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37216802	37217153	37216802	37216974	37217114	37217153
3463	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37217889	37218388	37217889	37218244	37218358	37218388
3464	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37217889	37218388	37217889	37218262	37218358	37218388
3465	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37218358	37218617	37218358	37218388	37218600	37218617
3466	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37218600	37218988	37218600	37218618	37218952	37218988
3467	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37218600	37218988	37218600	37218617	37218970	37218988
3468	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37218600	37218988	37218600	37218618	37218970	37218988
3469	"ENSDARG00000058256"	"draxin"	chr11	+	15993984	15994409	15993984	15994102	15994316	15994409
3470	"ENSDARG00000076074"	"dda1"	chr11	-	5949819	5950030	5949819	5949881	5949983	5950030
3471	"ENSDARG00000076074"	"dda1"	chr11	-	5949983	5950252	5949983	5950035	5950175	5950252
3472	"ENSDARG00000044975"	"krt94"	chr11	-	11468918	11469243	11468918	11468932	11469029	11469243
3473	"ENSDARG00000044975"	"krt94"	chr11	-	11469820	11470240	11469820	11469982	11470084	11470240
3474	"ENSDARG00000102722"	"itih3b"	chr11	+	37188709	37189078	37188709	37188837	37188913	37189078
3475	"ENSDARG00000102722"	"itih3b"	chr11	+	37192713	37193131	37192713	37192767	37193125	37193131
3476	"ENSDARG00000102722"	"itih3b"	chr11	+	37192713	37193192	37192713	37192767	37193131	37193192
3477	"ENSDARG00000102722"	"itih3b"	chr11	+	37193131	37193374	37193131	37193188	37193272	37193374
3478	"ENSDARG00000102722"	"itih3b"	chr11	+	37193131	37193374	37193131	37193192	37193272	37193374
3479	"ENSDARG00000104989"	"wnk2"	chr11	+	37158497	37158977	37158497	37158564	37158815	37158977
3480	"ENSDARG00000104989"	"wnk2"	chr11	+	37161522	37161927	37161522	37161740	37161810	37161927
3481	"ENSDARG00000104989"	"wnk2"	chr11	+	37169812	37170240	37169812	37169961	37170195	37170240
3482	"ENSDARG00000025699"	"mbd1b"	chr11	+	25563981	25564341	25563981	25564116	25564211	25564341
3483	"ENSDARG00000025699"	"mbd1b"	chr11	+	25566032	25566263	25566032	25566113	25566237	25566263
3484	"ENSDARG00000025699"	"mbd1b"	chr11	+	25566032	25566528	25566032	25566263	25566357	25566528
3485	"ENSDARG00000025699"	"mbd1b"	chr11	+	25572024	25572400	25572024	25572240	25572319	25572400
3486	"ENSDARG00000025699"	"mbd1b"	chr11	+	25572024	25572400	25572024	25572240	25572325	25572400
3487	"ENSDARG00000063527"	"elmo2"	chr11	-	98221	98534	98221	98236	98384	98534
3488	"ENSDARG00000063527"	"elmo2"	chr11	-	99256	99592	99256	99379	99459	99592
3489	"ENSDARG00000055540"	"pfkfb4a"	chr11	-	34559915	34560098	34559915	34559980	34560071	34560098
3490	"ENSDARG00000055540"	"pfkfb4a"	chr11	-	34571883	34572202	34571883	34571919	34572023	34572202
3491	"ENSDARG00000016783"	"srsf6b"	chr11	+	1524530	1524881	1524530	1524699	1524806	1524881
3492	"ENSDARG00000070846"	"dazap1"	chr11	+	5887586	5887989	5887586	5887751	5887923	5887989
3493	"ENSDARG00000009754"	"zc3h11a"	chr11	+	24037278	24037689	24037278	24037401	24037500	24037689
3494	"ENSDARG00000009754"	"zc3h11a"	chr11	+	24038681	24039174	24038681	24038799	24038890	24039174
3495	"ENSDARG00000057708"	"phtf1"	chr11	-	18803383	18803686	18803383	18803507	18803590	18803686
3496	"ENSDARG00000057708"	"phtf1"	chr11	-	18818248	18818447	18818248	18818318	18818411	18818447
3497	"ENSDARG00000087346"	"rap1ab"	chr11	-	15841410	15841772	15841410	15841518	15841628	15841772
3498	"ENSDARG00000006923"	"cacna1ab"	chr11	+	30908411	30908629	30908411	30908444	30908542	30908629
3499	"ENSDARG00000097510"	"si:dkey-245f22.3"	chr11	-	25538865	25539323	25538865	25538970	25539283	25539323
3500	"ENSDARG00000070844"	"gamt"	chr11	-	5856200	5856429	5856200	5856311	5856391	5856429
3501	"ENSDARG00000035074"	"rtel1"	chr11	+	12818086	12818374	12818086	12818160	12818289	12818374
3502	"ENSDARG00000035074"	"rtel1"	chr11	+	12826380	12826677	12826380	12826473	12826563	12826677
3503	"ENSDARG00000091799"	"si:ch211-266k22.6"	chr11	-	1406884	1407196	1406884	1406952	1407139	1407196
3504	"ENSDARG00000075456"	"pik3ca"	chr11	-	34498321	34498765	34498321	34498568	34498645	34498765
3505	"ENSDARG00000075456"	"pik3ca"	chr11	-	34498321	34498765	34498321	34498568	34498651	34498765
3506	"ENSDARG00000044902"	"atp2b4"	chr11	-	22972833	22973178	22972833	22972914	22972998	22973178
3507	"ENSDARG00000044902"	"atp2b4"	chr11	-	22993019	22993539	22993019	22993341	22993416	22993539
3508	"ENSDARG00000117308"	"zgc:194629"	chr21	-	33058624	33059241	33058624	33059003	33059184	33059241
3509	"ENSDARG00000101270"	"klhl8"	chr21	+	173273	173674	173273	173380	173505	173674
3510	"ENSDARG00000101270"	"klhl8"	chr21	+	173505	173943	173505	173674	173817	173943
3511	"ENSDARG00000105123"	"zer1"	chr21	+	111185	111504	111185	111296	111388	111504
3512	"ENSDARG00000108788"	NA	chr21	+	79380	79844	79380	79571	79740	79844
3513	"ENSDARG00000108788"	NA	chr21	+	79380	79844	79380	79571	79767	79844
3514	"ENSDARG00000054191"	"pgk1"	chr21	+	37447757	37448208	37447757	37447883	37448157	37448208
3515	"ENSDARG00000054191"	"pgk1"	chr21	+	37458890	37459341	37458890	37459070	37459164	37459341
3516	"ENSDARG00000103937"	"ndrg4"	chr25	-	13349968	13350348	13349968	13350020	13350098	13350348
3517	"ENSDARG00000103937"	"ndrg4"	chr25	-	13350098	13350348	13350098	13350155	13350247	13350348
3518	"ENSDARG00000055064"	"prdx5"	chr21	+	26662820	26662989	26662820	26662838	26662950	26662989
3519	"ENSDARG00000055064"	"prdx5"	chr21	+	26662706	26663198	26662706	26662838	26662975	26663198
3520	"ENSDARG00000055064"	"prdx5"	chr21	+	26662820	26663193	26662820	26662989	26663128	26663193
3521	"ENSDARG00000100082"	"ap3b1a"	chr21	+	7335770	7336078	7335770	7335785	7335928	7336078
3522	"ENSDARG00000060109"	"aggf1"	chr21	-	7754602	7754760	7754602	7754654	7754735	7754760
3523	"ENSDARG00000060109"	"aggf1"	chr21	-	7754602	7754760	7754602	7754654	7754739	7754760
3524	"ENSDARG00000060109"	"aggf1"	chr21	-	7764701	7765136	7764701	7764905	7765001	7765136
3525	"ENSDARG00000060109"	"aggf1"	chr21	-	7781473	7781697	7781473	7781559	7781645	7781697
3526	"ENSDARG00000023820"	"faxdc2"	chr21	+	45844493	45844973	45844493	45844618	45844869	45844973
3527	"ENSDARG00000067859"	"scospondin"	chr24	+	40084645	40085004	40084645	40084805	40084949	40085004
3528	"ENSDARG00000067859"	"scospondin"	chr24	+	40110756	40111063	40110756	40110892	40110978	40111063
3529	"ENSDARG00000067859"	"scospondin"	chr24	+	40127425	40127880	40127425	40127450	40127579	40127880
3530	"ENSDARG00000067859"	"scospondin"	chr24	+	40127579	40127880	40127579	40127744	40127844	40127880
3531	"ENSDARG00000037012"	"slc3a2b"	chr21	+	26723530	26723857	26723530	26723619	26723714	26723857
3532	"ENSDARG00000037012"	"slc3a2b"	chr21	+	26724594	26725040	26724594	26724902	26724998	26725040
3533	"ENSDARG00000036629"	"rps14"	chr21	+	33454146	33454384	33454146	33454165	33454301	33454384
3534	"ENSDARG00000036629"	"rps14"	chr21	+	33454146	33454384	33454146	33454165	33454306	33454384
3535	"ENSDARG00000036629"	"rps14"	chr21	+	33457703	33458064	33457703	33457823	33457902	33458064
3536	"ENSDARG00000036629"	"rps14"	chr21	+	33457882	33458253	33457882	33458064	33458176	33458253
3537	"ENSDARG00000036629"	"rps14"	chr21	+	33458183	33458430	33458183	33458253	33458332	33458430
3538	"ENSDARG00000115557"	"cox7b"	chr21	+	37443756	37445458	37443756	37443820	37443965	37445458
3539	"ENSDARG00000115557"	"cox7b"	chr21	+	37443756	37445458	37443756	37443866	37443965	37445458
3540	"ENSDARG00000115557"	"cox7b"	chr21	+	37443756	37445458	37443756	37443876	37443965	37445458
3541	"ENSDARG00000063706"	"pde8b"	chr21	-	7682864	7683069	7682864	7682922	7683009	7683069
3542	"ENSDARG00000025703"	"dmgdh"	chr21	+	65174	65428	65174	65228	65330	65428
3543	"ENSDARG00000025703"	"dmgdh"	chr21	+	69237	69687	69237	69378	69521	69687
3544	"ENSDARG00000055550"	"casp21"	chr21	+	8536783	8537280	8536783	8537019	8537101	8537280
3545	"ENSDARG00000089794"	"si:dkeyp-101e12.1"	chr24	+	7157081	7157327	7157081	7157155	7157282	7157327
3546	"ENSDARG00000030022"	"nup188"	chr21	+	4568353	4568758	4568353	4568545	4568631	4568758
3547	"ENSDARG00000104375"	"sec24a"	chr21	+	45687757	45688247	45687757	45687803	45687935	45688247
3548	"ENSDARG00000104375"	"sec24a"	chr21	+	45696103	45696432	45696103	45696211	45696313	45696432
3549	"ENSDARG00000104375"	"sec24a"	chr21	+	45696103	45696432	45696103	45696215	45696313	45696432
3550	"ENSDARG00000104375"	"sec24a"	chr21	+	45696103	45696579	45696103	45696432	45696523	45696579
3551	"ENSDARG00000104375"	"sec24a"	chr21	+	45704586	45705021	45704586	45704662	45704910	45705021
3552	"ENSDARG00000109961"	"mrpl22"	chr21	-	36392649	36392883	36392649	36392725	36392817	36392883
3553	"ENSDARG00000109961"	"mrpl22"	chr21	-	36395695	36396134	36395695	36395903	36396091	36396134
3554	"ENSDARG00000100409"	"camlg"	chr21	+	45714216	45714663	45714216	45714428	45714597	45714663
