ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4898	"ENSDARG00000003512"	"anks1b"	chr4	-	17902010	17902178	17889319	17889411	17904231	17904369
4899	"ENSDARG00000003512"	"anks1b"	chr4	-	17911525	17911597	17906309	17906396	17914964	17915090
4900	"ENSDARG00000003512"	"anks1b"	chr4	-	17991612	17991719	17977670	17977769	17996577	17996650
4901	"ENSDARG00000036587"	"cbr1"	chr1	+	47168345	47168453	47165987	47166299	47169812	47173177
4902	"ENSDARG00000035895"	"fndc5b"	chr19	-	29393415	29393505	29390637	29390823	29410743	29410803
4903	"ENSDARG00000014569"	"hnrnpr"	chr19	-	75703	75825	72660	75519	76044	76194
4904	"ENSDARG00000014569"	"hnrnpr"	chr19	-	79961	80138	79293	79429	80453	80567
4905	"ENSDARG00000089705"	"abcf3"	chr2	-	1220795	1220883	1218757	1218916	1222793	1222926
4906	"ENSDARG00000031506"	"flvcr2b"	chr20	+	46345079	46345190	46339609	46339665	46348518	46349064
4907	"ENSDARG00000114823"	NA	chr6	-	1288000	1288151	1285831	1285927	1290076	1290289
4908	"ENSDARG00000114823"	NA	chr6	-	1291491	1291661	1290076	1290289	1293735	1293923
4909	"ENSDARG00000062801"	"erfl3"	chr16	+	11099658	11099893	11029761	11030301	11134692	11134808
4910	"ENSDARG00000022280"	"brd2a"	chr19	+	7156971	7157266	7154499	7154640	7158101	7158239
4911	"ENSDARG00000002830"	"trmt2a"	chr5	-	24538913	24539095	24538632	24538747	24541454	24541563
4912	"ENSDARG00000089886"	"si:dkey-19e4.5"	chr6	-	21871888	21871960	21870763	21870838	21872490	21872573
4913	"ENSDARG00000034916"	"hat1"	chr9	+	3299304	3299409	3295684	3295806	3302167	3302274
4914	"ENSDARG00000034916"	"hat1"	chr9	+	3310464	3310581	3304354	3304506	3313818	3314374
4915	"ENSDARG00000078155"	"inavaa"	chr8	-	23765093	23765208	23763736	23763870	23775555	23776399
4916	"ENSDARG00000026376"	"aco1"	chr7	-	71476605	71476706	71476152	71476269	71478573	71478745
4917	"ENSDARG00000026376"	"aco1"	chr7	-	71480641	71480781	71478573	71478745	71482049	71482233
4918	"ENSDARG00000104700"	"acvr2ab"	chr6	+	1735140	1735286	1734560	1734704	1735634	1735749
4919	"ENSDARG00000094133"	"wu:fc21g02"	chr1	+	44914230	44914515	44913838	44914138	44916503	44916688
4920	"ENSDARG00000094133"	"wu:fc21g02"	chr1	+	44919130	44919256	44916503	44916688	44920057	44920159
4921	"ENSDARG00000094133"	"wu:fc21g02"	chr1	+	44919656	44919770	44919130	44919256	44920057	44920159
4922	"ENSDARG00000107385"	"aars2"	chr22	+	25556776	25556965	25554231	25554466	25558705	25558851
4923	"ENSDARG00000010873"	NA	chr6	+	22107199	22107296	22105484	22105641	22107754	22107888
4924	"ENSDARG00000015866"	"apoa2"	chr16	+	23979264	23979301	23978977	23979043	23979611	23979840
4925	"ENSDARG00000112811"	"CZQB01141835.1"	chr6	+	28585	28754	28202	28393	29125	29997
4926	"ENSDARG00000071439"	NA	chr22	-	23265110	23265212	23264621	23264833	23267492	23267893
4927	"ENSDARG00000020625"	"jak1"	chr6	+	31386049	31386255	31368070	31368274	31390860	31390984
4928	"ENSDARG00000020625"	"jak1"	chr6	+	31414011	31414163	31411646	31411782	31416064	31416215
4929	"ENSDARG00000040156"	"grm4"	chr6	-	47091478	47091619	47054434	47054635	47094180	47094335
4930	"ENSDARG00000040156"	"grm4"	chr6	-	47100441	47100577	47094180	47094335	47136656	47136873
4931	"ENSDARG00000069632"	"emp1"	chr1	+	45324233	45324397	45323141	45323498	45324636	45324750
4933	"ENSDARG00000069632"	"emp1"	chr1	+	45324636	45324753	45323399	45323655	45327191	45327300
4934	"ENSDARG00000036809"	NA	chr7	-	15380151	15380292	15379967	15380049	15383481	15383649
4935	"ENSDARG00000036809"	NA	chr7	-	15404537	15405264	15401572	15401715	15412996	15413019
4936	"ENSDARG00000009735"	"gigyf2"	chr2	-	48211679	48211828	48209641	48209823	48211943	48212131
4937	"ENSDARG00000112691"	"st7"	chr18	-	50944027	50944130	50943759	50943910	50944606	50944822
4938	"ENSDARG00000112691"	"st7"	chr18	-	50944275	50944348	50944027	50944130	50944606	50944822
4939	"ENSDARG00000012699"	"bbx"	chr10	-	28477391	28477481	28476831	28477023	28477681	28477830
4940	"ENSDARG00000012699"	"bbx"	chr10	-	28498376	28498444	28492789	28492870	28500839	28501041
4942	"ENSDARG00000012699"	"bbx"	chr10	-	28513779	28513861	28504085	28504257	28524677	28525611
4943	"ENSDARG00000061062"	"nemp2"	chr9	+	41470384	41470499	41466237	41466331	41474622	41474848
4944	"ENSDARG00000061062"	"nemp2"	chr9	+	41474622	41474848	41470384	41470499	41475154	41475343
4945	"ENSDARG00000061062"	"nemp2"	chr9	+	41475154	41475343	41470384	41470499	41479212	41479522
4946	"ENSDARG00000041006"	"st3gal4"	chr18	-	48713476	48713572	48707641	48707831	48715504	48715568
4947	"ENSDARG00000041006"	"st3gal4"	chr18	-	48715851	48715949	48715504	48715568	48721517	48721601
4948	"ENSDARG00000014273"	"camk2d2"	chr1	-	14172091	14172112	14169650	14169726	14176123	14176225
4949	"ENSDARG00000014273"	"camk2d2"	chr1	-	14172091	14172112	14169650	14169726	14176539	14176588
4950	"ENSDARG00000014273"	"camk2d2"	chr1	-	14176123	14176225	14169650	14169726	14176539	14176588
4951	"ENSDARG00000014273"	"camk2d2"	chr1	-	14176123	14176225	14172091	14172112	14176539	14176588
4953	"ENSDARG00000014273"	"camk2d2"	chr1	-	14188005	14188046	14178549	14178594	14191102	14191186
4954	"ENSDARG00000014273"	"camk2d2"	chr1	-	14190348	14190391	14188005	14188046	14191102	14191186
4955	"ENSDARG00000014273"	"camk2d2"	chr1	-	14195721	14195824	14193506	14193590	14196252	14196325
4956	"ENSDARG00000007560"	"sema3bl"	chr8	+	26539417	26539575	26522012	26522338	26550391	26550454
4958	"ENSDARG00000007560"	"sema3bl"	chr8	+	26571164	26571298	26569708	26569934	26572790	26572844
4959	"ENSDARG00000006757"	"klhl41b"	chr6	+	3686977	3687163	3685462	3685570	3688186	3688333
4960	"ENSDARG00000006757"	"klhl41b"	chr6	+	3688186	3688333	3680650	3681757	3689731	3692280
4961	"ENSDARG00000026406"	"anxa5a"	chr14	+	46416788	46416873	46411051	46411086	46418724	46418819
4962	"ENSDARG00000026406"	"anxa5a"	chr14	+	46433422	46433481	46430221	46430317	46433601	46433724
4963	"ENSDARG00000097819"	"znf576.1"	chr16	+	25154061	25154287	25148134	25151790	25157169	25157313
4964	"ENSDARG00000104974"	"slain1b"	chr6	-	60024798	60025066	60024116	60024192	60030822	60030945
4967	"ENSDARG00000020364"	"fbp1b"	chr5	+	35459271	35459434	35458189	35458461	35460643	35460736
4968	"ENSDARG00000074356"	"fxn"	chr8	+	11327751	11327808	11325309	11325472	11327903	11327980
4969	"ENSDARG00000075924"	NA	chr6	+	6862617	6862706	6859874	6860017	6875989	6876136
4970	"ENSDARG00000075924"	NA	chr6	+	6875989	6876136	6862617	6862706	6894332	6894405
4971	"ENSDARG00000075924"	NA	chr6	+	6916272	6916323	6914571	6914662	6916411	6916499
4972	"ENSDARG00000098745"	"tfec"	chr4	+	6041939	6041996	6040628	6040674	6043527	6043603
4973	"ENSDARG00000098745"	"tfec"	chr4	+	6044370	6044518	6043527	6043603	6046723	6047236
4974	"ENSDARG00000054818"	"rpl32"	chr22	+	31040947	31041048	31039090	31039134	31043219	31043401
4975	"ENSDARG00000054818"	"rpl32"	chr22	+	31043219	31043401	31040947	31041048	31043880	31044066
4976	"ENSDARG00000086490"	"si:dkey-92f12.2"	chr6	+	48051888	48051942	48051731	48051809	48052107	48052151
4977	"ENSDARG00000086490"	"si:dkey-92f12.2"	chr6	+	48054698	48054814	48052741	48052826	48054913	48055081
4978	"ENSDARG00000075530"	"pigu"	chr6	-	50717487	50717630	50713799	50714496	50721475	50721600
4980	"ENSDARG00000059604"	"mtss1"	chr6	-	50598522	50598680	50596349	50596457	50614510	50614585
4981	"ENSDARG00000079949"	"supt16h"	chr7	+	1561845	1561992	1559373	1559526	1562630	1562782
4982	"ENSDARG00000032725"	"rps27a"	chr6	+	6270865	6270930	6270685	6270763	6271984	6272039
4983	"ENSDARG00000032725"	"rps27a"	chr6	+	6271984	6272039	6270731	6270930	6273051	6273183
4984	"ENSDARG00000032725"	"rps27a"	chr6	+	6271984	6272230	6270874	6270930	6273051	6273183
4985	"ENSDARG00000032725"	"rps27a"	chr6	+	6272144	6272230	6271866	6272039	6273051	6273183
4986	"ENSDARG00000098387"	"tmem176l.3a"	chr16	-	46605399	46605498	46605240	46605282	46607436	46607556
4987	"ENSDARG00000098387"	"tmem176l.3a"	chr16	-	46612606	46612699	46607436	46607556	46619192	46619367
4988	"ENSDARG00000005382"	"prdm9"	chr12	-	9789836	9789947	9789166	9789438	9790336	9790485
4990	"ENSDARG00000096045"	"si:ch73-263o4.4"	chr4	+	28366971	28367120	28359717	28360125	28370076	28370166
4991	"ENSDARG00000013669"	"napba"	chr17	-	4301772	4301823	4298736	4299268	4304816	4304885
4992	"ENSDARG00000013669"	"napba"	chr17	-	4317685	4317765	4314314	4314431	4318211	4318393
4994	"ENSDARG00000071395"	"camk2g1"	chr12	-	35354759	35354897	35351341	35351417	35361862	35361917
4995	"ENSDARG00000071395"	"camk2g1"	chr12	-	35354759	35354897	35351341	35351417	35361871	35361917
4996	"ENSDARG00000071395"	"camk2g1"	chr12	-	35360642	35360747	35351341	35351417	35361862	35361917
4997	"ENSDARG00000071395"	"camk2g1"	chr12	-	35360642	35360747	35351341	35351417	35361871	35361917
4998	"ENSDARG00000071395"	"camk2g1"	chr12	-	35360642	35360747	35354759	35354897	35361862	35361917
4999	"ENSDARG00000071395"	"camk2g1"	chr12	-	35360642	35360747	35354759	35354897	35361871	35361917
5002	"ENSDARG00000071395"	"camk2g1"	chr12	-	35398424	35398527	35395781	35395865	35405064	35405137
5003	"ENSDARG00000044365"	"angptl3"	chr6	-	32347290	32347386	32346617	32346890	32347617	32347731
5004	"ENSDARG00000022995"	"clic4"	chr17	+	25469217	25469327	25444322	25444774	25473936	25474062
5005	"ENSDARG00000078675"	"dock7"	chr6	+	32361014	32361179	32359359	32359591	32364285	32364455
5006	"ENSDARG00000078675"	"dock7"	chr6	+	32366680	32366773	32364285	32364455	32367522	32367612
5007	"ENSDARG00000078675"	"dock7"	chr6	+	32366680	32366773	32364285	32364455	32368694	32368790
5008	"ENSDARG00000078675"	"dock7"	chr6	+	32367522	32367612	32364285	32364455	32368694	32368790
5009	"ENSDARG00000078675"	"dock7"	chr6	+	32367522	32367612	32366680	32366773	32368694	32368790
5011	"ENSDARG00000103198"	"mrps2"	chr21	+	7122572	7122689	7121941	7121990	7124240	7124370
5012	"ENSDARG00000044182"	"stau1"	chr6	+	46450171	46450247	46447266	46447413	46450326	46450652
5014	"ENSDARG00000020301"	"os9"	chr6	-	39205201	39205420	39204233	39204343	39208476	39208711
5016	"ENSDARG00000020301"	"os9"	chr6	-	39215300	39215399	39214450	39214652	39215592	39215669
5017	"ENSDARG00000020301"	"os9"	chr6	-	39215889	39215953	39215592	39215669	39217860	39218037
5018	"ENSDARG00000004930"	"lmo7a"	chr9	-	21897941	21898050	21894524	21894648	21899612	21899858
5020	"ENSDARG00000004930"	"lmo7a"	chr9	-	21902968	21903025	21902808	21902864	21904581	21904695
5022	"ENSDARG00000004930"	"lmo7a"	chr9	-	21911601	21911643	21908356	21908382	21912171	21912227
5023	"ENSDARG00000004930"	"lmo7a"	chr9	-	21911774	21911825	21908356	21908382	21912171	21912227
5024	"ENSDARG00000004930"	"lmo7a"	chr9	-	21911774	21911825	21911601	21911643	21912171	21912227
5025	"ENSDARG00000004930"	"lmo7a"	chr9	-	21912171	21912235	21908356	21908382	21915313	21915475
5026	"ENSDARG00000004930"	"lmo7a"	chr9	-	21914142	21914243	21912171	21912235	21915313	21915475
5027	"ENSDARG00000004930"	"lmo7a"	chr9	-	21914142	21914318	21912171	21912235	21915313	21915475
5030	"ENSDARG00000004930"	"lmo7a"	chr9	-	21926844	21927564	21923332	21923362	21933321	21933562
5031	"ENSDARG00000004930"	"lmo7a"	chr9	-	21930020	21930176	21926844	21927564	21933321	21933562
5032	"ENSDARG00000004930"	"lmo7a"	chr9	-	21931592	21931889	21923332	21923362	21933321	21933562
5033	"ENSDARG00000004930"	"lmo7a"	chr9	-	21951702	21951809	21939050	21939081	21960423	21960493
5034	"ENSDARG00000004930"	"lmo7a"	chr9	-	21960423	21960493	21951702	21951809	21963258	21963329
5035	"ENSDARG00000004930"	"lmo7a"	chr9	-	21963258	21963329	21960423	21960493	21969828	21970067
5036	"ENSDARG00000004930"	"lmo7a"	chr9	-	21963262	21963329	21960423	21960493	21969828	21970067
5037	"ENSDARG00000079670"	"lrrc7"	chr6	-	30142408	30142558	30139463	30139601	30147194	30148908
5038	"ENSDARG00000079670"	"lrrc7"	chr6	-	30167282	30167352	30164877	30164977	30169193	30169309
5039	"ENSDARG00000070162"	"stox2a"	chr1	-	39907030	39909530	39898326	39902052	39976167	39977551
5040	"ENSDARG00000070162"	"stox2a"	chr1	-	39912353	39912506	39904540	39909530	39943418	39943596
5041	"ENSDARG00000070162"	"stox2a"	chr1	-	39912353	39912506	39904540	39909530	39976167	39976492
5042	"ENSDARG00000104555"	"sh2d3cb"	chr5	-	65139985	65140062	65139458	65139913	65141292	65141726
5043	"ENSDARG00000104555"	"sh2d3cb"	chr5	-	65144611	65144740	65141292	65141726	65150802	65150842
5044	"ENSDARG00000055561"	"c1galt1b"	chr6	-	39194411	39195076	39190401	39191195	39197762	39198020
5045	"ENSDARG00000055561"	"c1galt1b"	chr6	-	39194411	39195076	39190401	39191195	39198613	39198912
5046	"ENSDARG00000055561"	"c1galt1b"	chr6	-	39197762	39198020	39190401	39191195	39198613	39198912
5047	"ENSDARG00000055561"	"c1galt1b"	chr6	-	39197762	39198020	39194411	39195076	39198613	39198912
5048	"ENSDARG00000044751"	"ddt"	chr21	+	15709436	15709612	15709060	15709258	15711093	15711765
5049	"ENSDARG00000045976"	"sidt2"	chr15	+	47549913	47550022	47546581	47546718	47550212	47550289
5050	"ENSDARG00000045976"	"sidt2"	chr15	+	47550719	47550830	47550531	47550637	47554441	47554555
5051	"ENSDARG00000103639"	"si:dkey-36i7.3"	chr15	-	12258284	12258359	12258000	12258071	12259758	12259794
5052	"ENSDARG00000044441"	NA	chr6	+	28103607	28103713	28098103	28098259	28106316	28106430
5053	"ENSDARG00000044441"	NA	chr6	+	28109191	28109308	28108919	28109105	28109383	28109467
5054	"ENSDARG00000102716"	"AL645691.2"	chr4	-	34564798	34564972	34555404	34555578	34571763	34571937
5055	"ENSDARG00000102716"	"AL645691.2"	chr4	-	34564798	34564972	34555404	34555578	34572239	34572413
5056	"ENSDARG00000102716"	"AL645691.2"	chr4	-	34571763	34571937	34555404	34555578	34572239	34572413
5057	"ENSDARG00000102716"	"AL645691.2"	chr4	-	34571763	34571937	34564798	34564972	34572239	34572413
5058	"ENSDARG00000102716"	"AL645691.2"	chr4	-	34572239	34572413	34564798	34564972	34572949	34573116
5059	"ENSDARG00000102716"	"AL645691.2"	chr4	-	34572949	34573116	34572239	34572413	34573885	34574059
5060	"ENSDARG00000044373"	"atg4c"	chr6	-	32306675	32306754	32304393	32304470	32306861	32307028
5062	"ENSDARG00000044373"	"atg4c"	chr6	-	32314408	32314534	32314187	32314271	32314852	32315494
5063	"ENSDARG00000069619"	"atf7ip"	chr1	-	45575836	45575911	45575577	45575639	45576085	45576232
5064	"ENSDARG00000069619"	"atf7ip"	chr1	-	45578689	45578749	45577400	45577986	45614251	45614318
5065	"ENSDARG00000073753"	"tacc1"	chr10	-	20463238	20463282	20462986	20463147	20463878	20463955
5067	"ENSDARG00000031647"	"stat2"	chr6	-	39129913	39129972	39123543	39127656	39136170	39136225
5068	"ENSDARG00000018814"	"esrp2"	chr7	+	34795104	34795257	34794828	34794945	34795775	34795904
5071	"ENSDARG00000098304"	"taok1b"	chr21	-	40541069	40541282	40537088	40537271	40541384	40541624
5072	"ENSDARG00000030349"	"cryba2a"	chr6	-	13781998	13782140	13780591	13781008	13782878	13783065
5073	"ENSDARG00000096954"	"si:dkeyp-67f1.1"	chr6	+	46310078	46310182	46309794	46309979	46319237	46319316
5074	"ENSDARG00000097944"	"BX664614.1"	chr6	+	32099543	32099677	32093935	32094143	32102096	32102149
5075	"ENSDARG00000097944"	"BX664614.1"	chr6	+	32102751	32102792	32102096	32102149	32105496	32105562
5076	"ENSDARG00000036944"	"ensaa"	chr19	+	343079	343235	342130	342178	343954	344125
5077	"ENSDARG00000036944"	"ensaa"	chr19	+	343112	343235	342093	342178	343954	344188
5078	"ENSDARG00000103253"	"zgc:112023"	chr6	+	9163439	9163576	9163025	9163357	9164225	9164354
5079	"ENSDARG00000103253"	"zgc:112023"	chr6	+	9164443	9164599	9164225	9164354	9169808	9169989
5080	"ENSDARG00000103253"	"zgc:112023"	chr6	+	9169808	9169989	9164443	9164599	9171978	9173106
5081	"ENSDARG00000058995"	"jmjd4"	chr2	+	3406296	3406422	3405289	3405455	3407573	3407841
5082	"ENSDARG00000003697"	"slc5a8l"	chr6	-	49068903	49069044	49068258	49068388	49071086	49071241
5083	"ENSDARG00000115862"	"vapal"	chr2	+	58414578	58414682	58411984	58412137	58417761	58417842
5084	"ENSDARG00000115862"	"vapal"	chr2	+	58417761	58417842	58414578	58414682	58425511	58425691
5085	"ENSDARG00000070794"	"greb1"	chr17	+	30380923	30381083	30369106	30369521	30381914	30382019
5086	"ENSDARG00000070794"	"greb1"	chr17	+	30403029	30403145	30400547	30400896	30404475	30404681
5087	"ENSDARG00000028393"	"daam2"	chr17	+	48890390	48890561	48887459	48887591	48892565	48892781
5088	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26890181	26890256	26889683	26889823	26892716	26892878
5090	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26892716	26892878	26890181	26890256	26896532	26896592
5091	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26893067	26893223	26892716	26892878	26894889	26895177
5092	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26894889	26895177	26892716	26892878	26896532	26896592
5093	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26898637	26899324	26896947	26897119	26906378	26907560
5095	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26901211	26901592	26898637	26899324	26901898	26902318
5096	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26901211	26901592	26898637	26899324	26906378	26907560
5097	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26901898	26902318	26898637	26899324	26906378	26907560
5098	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26901898	26902318	26901211	26901592	26903805	26904495
5099	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26901898	26902318	26901211	26901592	26906378	26907560
5100	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26903202	26903553	26901898	26902318	26903805	26904495
5101	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26903202	26903553	26901898	26902318	26906378	26907560
5102	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26903805	26904495	26901211	26901592	26906378	26907560
5103	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26903805	26904495	26901898	26902318	26906378	26907560
5104	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26903805	26904495	26903202	26903553	26906378	26907560
5105	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26906378	26907560	26896947	26897119	26910260	26910501
5106	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26906378	26907560	26898637	26899324	26910260	26910501
5107	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26906378	26907560	26901211	26901592	26910260	26910501
5108	"ENSDARG00000079895"	"ehbp1l1b"	chr10	+	26919096	26919217	26916999	26917049	26922360	26922460
5110	"ENSDARG00000017311"	"gpsm2"	chr2	-	45507392	45507699	45502609	45502831	45510518	45510704
5111	"ENSDARG00000017311"	"gpsm2"	chr2	-	45510179	45510223	45502609	45502831	45510518	45510654
5112	"ENSDARG00000017311"	"gpsm2"	chr2	-	45510179	45510223	45507098	45507699	45510518	45510654
5113	"ENSDARG00000099546"	"kynu"	chr6	+	614330	614451	612329	612763	615086	615169
5114	"ENSDARG00000099546"	"kynu"	chr6	+	619018	619165	617065	617299	619845	619944
5115	"ENSDARG00000099546"	"kynu"	chr6	+	621366	621452	620241	620294	622511	622742
5116	"ENSDARG00000044191"	"gxylt2"	chr6	+	44184142	44184274	44179382	44179578	44184369	44184621
5117	"ENSDARG00000070045"	"celf4"	chr21	-	12091824	12091968	12086067	12086265	12099340	12099451
5118	"ENSDARG00000070045"	"celf4"	chr21	-	12095569	12095647	12091824	12091968	12099340	12099451
5119	"ENSDARG00000070045"	"celf4"	chr21	-	12095775	12095838	12095569	12095647	12099340	12099451
5120	"ENSDARG00000070045"	"celf4"	chr21	-	12099340	12099451	12095775	12095838	12102426	12102579
5121	"ENSDARG00000070045"	"celf4"	chr21	-	12102426	12102579	12095775	12095838	12104859	12104998
5122	"ENSDARG00000070045"	"celf4"	chr21	-	12110347	12110476	12107348	12107428	12119662	12119711
5123	"ENSDARG00000070045"	"celf4"	chr21	-	12119662	12119711	12110347	12110476	12218092	12218175
5124	"ENSDARG00000003631"	"clockb"	chr1	+	19454369	19454508	19446576	19446652	19454599	19454694
5125	"ENSDARG00000008218"	"znf410"	chr20	+	54354462	54354559	54350270	54350322	54355757	54355818
5126	"ENSDARG00000008218"	"znf410"	chr20	+	54356420	54356577	54356137	54356323	54356947	54357011
5128	"ENSDARG00000019181"	"rpsa"	chr6	-	7715183	7715312	7714013	7714182	7715745	7715991
5129	"ENSDARG00000019181"	"rpsa"	chr6	-	7717370	7717489	7715745	7715991	7720286	7720332
5130	"ENSDARG00000019181"	"rpsa"	chr6	-	7718028	7718200	7717370	7717489	7720286	7720332
5132	"ENSDARG00000027065"	"slc38a3a"	chr11	+	34899286	34899411	34894773	34894874	34900377	34900522
5135	"ENSDARG00000075648"	"sema5bb"	chr6	+	4093862	4093962	4084692	4084908	4094169	4094215
5136	"ENSDARG00000075648"	"sema5bb"	chr6	+	4094169	4094215	4084692	4084908	4107922	4107985
5137	"ENSDARG00000075648"	"sema5bb"	chr6	+	4142692	4142731	4142470	4142611	4144266	4144475
5138	"ENSDARG00000086739"	"si:ch1073-513e17.1"	chr19	+	43752975	43753037	43750675	43750853	43753925	43754091
5139	"ENSDARG00000086739"	"si:ch1073-513e17.1"	chr19	+	43755507	43755728	43753925	43754091	43757183	43757417
5140	"ENSDARG00000063314"	"apba2a"	chr25	+	31932581	31932794	31928749	31928929	31935477	31935618
5141	"ENSDARG00000063314"	"apba2a"	chr25	+	31932866	31932986	31932581	31932794	31935477	31935618
5143	"ENSDARG00000058522"	"shq1"	chr6	-	44113966	44114087	44089188	44092654	44129542	44129666
5144	"ENSDARG00000058522"	"shq1"	chr6	-	44139875	44139929	44129542	44129666	44147661	44147762
5145	"ENSDARG00000058522"	"shq1"	chr6	-	44140762	44140920	44139875	44139929	44147661	44147762
5146	"ENSDARG00000063149"	"tmtc1"	chr4	+	9404890	9405068	9394425	9394838	9417067	9417141
5147	"ENSDARG00000063149"	"tmtc1"	chr4	+	9445978	9446146	9440270	9440392	9447706	9447820
5148	"ENSDARG00000021607"	"negr1"	chr6	+	36982149	36982388	36942965	36943324	37014595	37014721
5149	"ENSDARG00000021607"	"negr1"	chr6	+	37038076	37038208	37014595	37014721	37071303	37071424
5150	"ENSDARG00000021607"	"negr1"	chr6	+	37071303	37071424	37038076	37038208	37081858	37082007
5151	"ENSDARG00000016963"	"slc16a1a"	chr6	+	49044985	49045129	49028845	49029090	49045302	49046097
5152	"ENSDARG00000016963"	"slc16a1a"	chr6	+	49045302	49046097	49028845	49029090	49047969	49048199
5153	"ENSDARG00000031202"	"alg11"	chr1	-	29754451	29755029	29750936	29752518	29756930	29757302
5154	"ENSDARG00000036588"	"mhc1zba"	chr1	-	47157850	47157898	47157573	47157641	47158289	47158331
5155	"ENSDARG00000036588"	"mhc1zba"	chr1	-	47158725	47158851	47158289	47158331	47158992	47159277
5158	"ENSDARG00000098753"	"elmo1"	chr19	-	33993471	33993512	33989648	33989721	33996145	33996277
5159	"ENSDARG00000057772"	"march7"	chr6	-	11784491	11784540	11781230	11782081	11784682	11784784
5160	"ENSDARG00000057772"	"march7"	chr6	-	11800224	11800421	11797786	11797942	11812062	11812224
5161	"ENSDARG00000096375"	"march7"	chr6	-	11766935	11767059	11765340	11766771	11767192	11767306
5162	"ENSDARG00000000651"	"osgepl1"	chr9	+	41041722	41042110	41040293	41040596	41042475	41042680
5164	"ENSDARG00000005359"	"sucla2"	chr6	+	10051779	10051900	10049967	10050110	10054258	10054347
5165	"ENSDARG00000005359"	"sucla2"	chr6	+	10054258	10054347	10051779	10051900	10055889	10056640
5166	"ENSDARG00000010029"	"spon1a"	chr18	+	28651309	28651458	28635760	28635883	28821745	28821810
5167	"ENSDARG00000010029"	"spon1a"	chr18	+	28852095	28852297	28821745	28821810	28854624	28854765
5168	"ENSDARG00000010029"	"spon1a"	chr18	+	28872639	28872807	28867238	28867409	28873270	28873435
5169	"ENSDARG00000061021"	"fam160a1a"	chr1	+	24486977	24487185	24482405	24482533	24488873	24489566
5170	"ENSDARG00000061021"	"fam160a1a"	chr1	+	24486997	24487185	24482405	24482533	24488873	24489566
5171	"ENSDARG00000061021"	"fam160a1a"	chr1	+	24503615	24503794	24500756	24501698	24507986	24508101
5172	"ENSDARG00000097193"	"si:dkey-28n18.9"	chr6	-	40426261	40426345	40425379	40425454	40427720	40427848
5173	"ENSDARG00000056122"	"gdi1"	chr23	-	26066574	26066629	26063148	26065315	26067465	26067610
5174	"ENSDARG00000023858"	"ccdc174"	chr6	-	40434123	40434224	40432820	40432879	40434597	40434705
5175	"ENSDARG00000077095"	"si:ch211-160o17.4"	chr11	+	2660027	2660147	2656748	2656872	2660587	2660674
5176	"ENSDARG00000077095"	"si:ch211-160o17.4"	chr11	+	2661412	2661563	2660758	2660943	2665155	2665274
5177	"ENSDARG00000077095"	"si:ch211-160o17.4"	chr11	+	2664414	2664601	2661412	2661563	2665155	2665274
5179	"ENSDARG00000078022"	"fyco1b"	chr2	+	50733879	50733986	50727643	50727769	50737219	50737363
5180	"ENSDARG00000042141"	"myo6b"	chr17	-	36702688	36702792	36699775	36699907	36713322	36713483
5183	"ENSDARG00000098706"	"si:ch73-236c18.7"	chr1	+	58472000	58472117	58470286	58470551	58472252	58474121
5184	"ENSDARG00000098706"	"si:ch73-236c18.7"	chr1	+	58472252	58474121	58472000	58472117	58474244	58474418
5185	"ENSDARG00000040455"	"unc50"	chr6	-	3989680	3989801	3987234	3987374	3992664	3992939
5186	"ENSDARG00000056549"	"vps26a"	chr13	-	23064729	23064886	23062417	23062582	23065231	23065307
5187	"ENSDARG00000073850"	"hdac7b"	chr6	-	38907091	38907176	38906750	38907008	38907262	38907396
5188	"ENSDARG00000073850"	"hdac7b"	chr6	-	38910914	38911002	38910531	38910651	38913750	38913806
5189	"ENSDARG00000056862"	"cep63"	chr6	+	27918365	27918452	27917991	27918189	27922158	27922361
5190	"ENSDARG00000035023"	"khdc4"	chr16	-	54793940	54794152	54787372	54787760	54794265	54794323
5191	"ENSDARG00000035023"	"khdc4"	chr16	-	54794265	54794323	54793940	54794152	54794510	54794571
5192	"ENSDARG00000035023"	"khdc4"	chr16	-	54794510	54794571	54794265	54794323	54794700	54794912
