ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5847	"ENSDARG00000016771"	"tfa"	chr2	+	16785458	16785925	16785458	16785617	16785777	16785925
5848	"ENSDARG00000016771"	"tfa"	chr2	+	16790862	16791189	16790862	16790948	16791121	16791189
5849	"ENSDARG00000016771"	"tfa"	chr2	+	16790862	16791189	16790862	16791038	16791121	16791189
5850	"ENSDARG00000016771"	"tfa"	chr2	+	16791121	16791472	16791121	16791189	16791285	16791472
5851	"ENSDARG00000016771"	"tfa"	chr2	+	16791121	16791472	16791121	16791189	16791291	16791472
5852	"ENSDARG00000016771"	"tfa"	chr2	+	16791649	16794710	16791649	16791810	16791968	16794710
5853	"ENSDARG00000016771"	"tfa"	chr2	+	16791649	16794710	16791649	16791821	16791968	16794710
5854	"ENSDARG00000054127"	"slc26a6l"	chr6	+	40726509	40726958	40726509	40726601	40726851	40726958
5855	"ENSDARG00000068258"	"lrch4"	chr7	-	61631939	61632245	61631939	61632048	61632142	61632245
5856	"ENSDARG00000025889"	"usp14"	chr2	-	2792645	2792890	2792645	2792745	2792829	2792890
5857	"ENSDARG00000025889"	"usp14"	chr2	-	2792645	2793096	2792645	2792890	2792964	2793096
5858	"ENSDARG00000025889"	"usp14"	chr2	-	2797050	2797330	2797050	2797116	2797203	2797330
5859	"ENSDARG00000018562"	"cope"	chr2	-	9522455	9522764	9522455	9522504	9522611	9522764
5860	"ENSDARG00000100263"	NA	chr6	+	53367443	53367828	53367443	53367475	53367747	53367828
5861	"ENSDARG00000044511"	"etv5b"	chr6	-	14038286	14038521	14038286	14038334	14038448	14038521
5862	"ENSDARG00000044511"	"etv5b"	chr6	-	14038448	14038804	14038448	14038521	14038670	14038804
5863	"ENSDARG00000044511"	"etv5b"	chr6	-	14038448	14038804	14038448	14038533	14038670	14038804
5864	"ENSDARG00000031346"	"rbm17"	chr4	-	25505919	25506298	25505919	25505967	25506170	25506298
5865	"ENSDARG00000031346"	"rbm17"	chr4	-	25505919	25506298	25505919	25505967	25506286	25506298
5866	"ENSDARG00000069381"	"si:ch211-125e6.5"	chr9	-	33061972	33062301	33061972	33062081	33062177	33062301
5867	"ENSDARG00000069381"	"si:ch211-125e6.5"	chr9	-	33062822	33063083	33062822	33062887	33063020	33063083
5868	"ENSDARG00000104372"	"gnb1b"	chr6	-	53324290	53324552	53324290	53324397	53324515	53324552
5869	"ENSDARG00000091845"	"pimr21"	chr6	+	16870582	16870877	16870582	16870672	16870794	16870877
5870	"ENSDARG00000091845"	"pimr21"	chr6	+	16870582	16871042	16870582	16870877	16870991	16871042
5871	"ENSDARG00000010255"	"bin2b"	chr6	+	38880165	38880585	38880165	38880275	38880383	38880585
5872	"ENSDARG00000008805"	"orc3"	chr17	-	49329515	49329761	49329515	49329628	49329705	49329761
5873	"ENSDARG00000008805"	"orc3"	chr17	-	49339229	49339450	49339229	49339321	49339417	49339450
5874	"ENSDARG00000008805"	"orc3"	chr17	-	49339417	49339681	49339417	49339472	49339656	49339681
5875	"ENSDARG00000109373"	"tmbim1b"	chr9	-	10764795	10764971	10764795	10764833	10764920	10764971
5876	"ENSDARG00000003961"	"parp3"	chr6	-	42044110	42044560	42044110	42044255	42044363	42044560
5877	"ENSDARG00000003961"	"parp3"	chr6	-	42044110	42044560	42044110	42044255	42044377	42044560
5878	"ENSDARG00000003961"	"parp3"	chr6	-	42044363	42044768	42044363	42044557	42044642	42044768
5879	"ENSDARG00000003961"	"parp3"	chr6	-	42044363	42044768	42044363	42044560	42044642	42044768
5880	"ENSDARG00000038139"	"pdgfbb"	chr3	+	24292498	24297419	24292498	24292957	24294959	24297419
5881	"ENSDARG00000020187"	NA	chr6	-	14004307	14004721	14004307	14004351	14004439	14004721
5882	"ENSDARG00000020187"	NA	chr6	-	14004439	14004721	14004439	14004509	14004591	14004721
5883	"ENSDARG00000086706"	NA	chr6	-	45567	46058	45567	45724	45996	46058
5884	"ENSDARG00000086706"	NA	chr6	-	45996	46293	45996	46058	46184	46293
5885	"ENSDARG00000086706"	NA	chr6	-	45998	46299	45998	46051	46184	46299
5886	"ENSDARG00000086706"	NA	chr6	-	45998	46476	45998	46293	46402	46476
5887	"ENSDARG00000086706"	NA	chr6	-	45998	46476	45998	46299	46402	46476
5888	"ENSDARG00000037406"	"wdr19"	chr1	-	21506158	21506616	21506158	21506255	21506607	21506616
5889	"ENSDARG00000037406"	"wdr19"	chr1	-	21513663	21514162	21513663	21513869	21514015	21514162
5890	"ENSDARG00000037406"	"wdr19"	chr1	-	21513663	21514162	21513663	21513897	21514015	21514162
5891	"ENSDARG00000037406"	"wdr19"	chr1	-	21514015	21514355	21514015	21514162	21514314	21514355
5892	"ENSDARG00000037406"	"wdr19"	chr1	-	21525794	21526207	21525794	21525942	21526088	21526207
5893	"ENSDARG00000037406"	"wdr19"	chr1	-	21536235	21536585	21536235	21536316	21536431	21536585
5894	"ENSDARG00000079326"	"cabin1"	chr8	-	51884249	51884506	51884249	51884423	51884459	51884506
5895	"ENSDARG00000113614"	"CABZ01092072.2"	chrKN150170.1	+	37335	37657	37335	37447	37562	37657
5896	"ENSDARG00000061222"	"uba7"	chr6	+	52954927	52955275	52954927	52955060	52955178	52955275
5897	"ENSDARG00000011934"	"gyg1a"	chr2	+	24939536	24939872	24939536	24939711	24939787	24939872
5898	"ENSDARG00000016311"	"dock9b"	chr6	-	12666054	12666415	12666054	12666096	12666303	12666415
5899	"ENSDARG00000016311"	"dock9b"	chr6	-	12670918	12671207	12670918	12670984	12671081	12671207
5900	"ENSDARG00000016311"	"dock9b"	chr6	-	12670918	12671374	12670918	12671207	12671304	12671374
5901	"ENSDARG00000055705"	"f5"	chr9	+	34145386	34145732	34145386	34145544	34145615	34145732
5902	"ENSDARG00000055705"	"f5"	chr9	+	34146063	34146382	34146063	34146127	34146226	34146382
5903	"ENSDARG00000055705"	"f5"	chr9	+	34147278	34147691	34147278	34147412	34147508	34147691
5904	"ENSDARG00000040944"	"ntd5"	chr16	-	13579194	13579525	13579194	13579271	13579387	13579525
5905	"ENSDARG00000040944"	"ntd5"	chr16	-	13591194	13591665	13591194	13591386	13591521	13591665
5906	"ENSDARG00000030641"	"letmd1"	chr23	-	32096561	32096931	32096561	32096677	32096776	32096931
5907	"ENSDARG00000030641"	"letmd1"	chr23	-	32096561	32096931	32096561	32096698	32096776	32096931
5908	"ENSDARG00000030641"	"letmd1"	chr23	-	32099667	32100106	32099667	32099716	32099900	32100106
5909	"ENSDARG00000102392"	"CU062645.1"	chr21	+	40634664	40634988	40634664	40634782	40634890	40634988
5910	"ENSDARG00000027938"	"rad18"	chr6	+	41835356	41835691	41835356	41835418	41835509	41835691
5911	"ENSDARG00000015563"	"zgc:123305"	chr6	-	1578409	1578901	1578409	1578502	1578707	1578901
5912	"ENSDARG00000103667"	"gga3a"	chr6	-	19320365	19320772	19320365	19320476	19320607	19320772
5913	"ENSDARG00000103667"	"gga3a"	chr6	-	19330521	19330827	19330521	19330614	19330703	19330827
5914	"ENSDARG00000044565"	"ola1"	chr6	-	10742230	10742555	10742230	10742353	10742460	10742555
5915	"ENSDARG00000044565"	"ola1"	chr6	-	10744799	10745082	10744799	10744839	10744941	10745082
5916	"ENSDARG00000044565"	"ola1"	chr6	-	10750874	10751227	10750874	10751002	10751087	10751227
5917	"ENSDARG00000044565"	"ola1"	chr6	-	10750875	10751231	10750875	10750998	10751087	10751231
5918	"ENSDARG00000044528"	"slc15a1b"	chr6	-	12574578	12574773	12574578	12574611	12574709	12574773
5919	"ENSDARG00000044528"	"slc15a1b"	chr6	-	12574578	12574773	12574578	12574611	12574717	12574773
5920	"ENSDARG00000044528"	"slc15a1b"	chr6	-	12574709	12574947	12574709	12574754	12574858	12574947
5921	"ENSDARG00000044528"	"slc15a1b"	chr6	-	12574717	12574948	12574717	12574773	12574858	12574948
5922	"ENSDARG00000044528"	"slc15a1b"	chr6	-	12574858	12575144	12574858	12574948	12575058	12575144
5923	"ENSDARG00000044528"	"slc15a1b"	chr6	-	12574717	12575145	12574717	12574947	12575058	12575145
5924	"ENSDARG00000067851"	"lcn15"	chr5	+	65993027	65993328	65993027	65993167	65993253	65993328
5925	"ENSDARG00000057855"	"mrps31"	chr5	-	24147455	24147748	24147455	24147593	24147681	24147748
5926	"ENSDARG00000057855"	"mrps31"	chr5	-	24147455	24147748	24147455	24147593	24147708	24147748
5927	"ENSDARG00000002971"	"phc1"	chr16	+	31943297	31943660	31943297	31943422	31943543	31943660
5928	"ENSDARG00000092714"	"si:ch211-266a5.12"	chr4	-	13499800	13500031	13499800	13499866	13499957	13500031
5929	"ENSDARG00000011272"	"uqcc2"	chr6	+	40574007	40574280	40574007	40574075	40574210	40574280
5930	"ENSDARG00000070043"	"dars1"	chr9	+	10755411	10755752	10755411	10755522	10755680	10755752
5931	"ENSDARG00000028618"	"krt18b"	chr6	+	39362532	39362988	39362532	39362573	39362831	39362988
5932	"ENSDARG00000028618"	"krt18b"	chr6	+	39364228	39364594	39364228	39364389	39364468	39364594
5933	"ENSDARG00000028618"	"krt18b"	chr6	+	39364472	39364895	39364472	39364594	39364674	39364895
5934	"ENSDARG00000078759"	"dna2"	chr13	+	22836212	22836586	22836212	22836316	22836403	22836586
5935	"ENSDARG00000097797"	"tomm6"	chr6	-	40572674	40572920	40572674	40572706	40572789	40572920
5936	"ENSDARG00000097797"	"tomm6"	chr6	-	40572674	40572920	40572674	40572709	40572789	40572920
5937	"ENSDARG00000098937"	"si:ch73-315f9.2"	chr7	-	67861804	67862285	67861804	67862051	67862139	67862285
5938	"ENSDARG00000061108"	"ep300b"	chr3	-	25006218	25006522	25006218	25006286	25006496	25006522
5939	"ENSDARG00000061108"	"ep300b"	chr3	-	25040455	25040922	25040455	25040569	25040684	25040922
5940	"ENSDARG00000021633"	"sh3bgr"	chr15	+	5943366	5943734	5943366	5943510	5943639	5943734
5941	"ENSDARG00000021633"	"sh3bgr"	chr15	+	5943639	5943849	5943639	5943734	5943822	5943849
5942	"ENSDARG00000021633"	"sh3bgr"	chr15	+	5949165	5949471	5949165	5949185	5949444	5949471
5943	"ENSDARG00000098734"	"ccdc14"	chr6	-	9280631	9281101	9280631	9280772	9280857	9281101
5944	"ENSDARG00000098734"	"ccdc14"	chr6	-	9280857	9281101	9280857	9280930	9281012	9281101
5945	"ENSDARG00000095294"	"si:dkey-200l5.4"	chr10	-	17738162	17738293	17738162	17738177	17738263	17738293
5946	"ENSDARG00000095294"	"si:dkey-200l5.4"	chr10	-	17740157	17740514	17740157	17740190	17740370	17740514
5947	"ENSDARG00000095294"	"si:dkey-200l5.4"	chr10	-	17740370	17740514	17740370	17740400	17740489	17740514
5948	"ENSDARG00000016623"	"si:ch211-195b13.1"	chr19	+	24884863	24885063	24884863	24884887	24885005	24885063
5949	"ENSDARG00000016623"	"si:ch211-195b13.1"	chr19	+	24884863	24885230	24884863	24885063	24885146	24885230
5950	"ENSDARG00000016623"	"si:ch211-195b13.1"	chr19	+	24885167	24885446	24885167	24885230	24885314	24885446
5951	"ENSDARG00000016623"	"si:ch211-195b13.1"	chr19	+	24885167	24885657	24885167	24885446	24885544	24885657
5952	"ENSDARG00000016623"	"si:ch211-195b13.1"	chr19	+	24885815	24886304	24885815	24885883	24886208	24886304
5953	"ENSDARG00000059841"	"exosc1"	chr1	-	54701328	54701800	54701328	54701376	54701766	54701800
5954	"ENSDARG00000059841"	"exosc1"	chr1	-	54704420	54704708	54704420	54704490	54704592	54704708
5955	"ENSDARG00000096625"	"si:ch211-286b5.8"	chr1	+	55308472	55308911	55308472	55308736	55308817	55308911
5956	"ENSDARG00000028442"	"cplane2"	chr6	+	41446540	41446944	41446540	41446748	41446872	41446944
5957	"ENSDARG00000028442"	"cplane2"	chr6	+	41446606	41446944	41446606	41446748	41446881	41446944
5958	"ENSDARG00000028442"	"cplane2"	chr6	+	41450216	41450608	41450216	41450389	41450471	41450608
5959	"ENSDARG00000014239"	"esyt1b"	chr6	+	52306965	52307409	52306965	52307076	52307232	52307409
5960	"ENSDARG00000014239"	"esyt1b"	chr6	+	52311547	52311768	52311547	52311633	52311719	52311768
5961	"ENSDARG00000014239"	"esyt1b"	chr6	+	52327476	52327843	52327476	52327525	52327753	52327843
5962	"ENSDARG00000014239"	"esyt1b"	chr6	+	52327753	52328026	52327753	52327843	52327930	52328026
5963	"ENSDARG00000014239"	"esyt1b"	chr6	+	52331753	52332006	52331753	52331825	52331919	52332006
5964	"ENSDARG00000014239"	"esyt1b"	chr6	+	52333696	52334147	52333696	52333836	52334015	52334147
5965	"ENSDARG00000007818"	"palm1b"	chr2	+	26277810	26278231	26277810	26277932	26278016	26278231
5966	"ENSDARG00000007818"	"palm1b"	chr2	+	26278016	26278231	26278016	26278089	26278190	26278231
5967	"ENSDARG00000098350"	"mxd3"	chr14	-	16079617	16079914	16079617	16079647	16079863	16079914
5968	"ENSDARG00000042508"	"ubr3"	chr9	-	3957217	3957566	3957217	3957250	3957371	3957566
5969	"ENSDARG00000042508"	"ubr3"	chr9	-	3983919	3984416	3983919	3984061	3984327	3984416
5970	"ENSDARG00000045633"	"asb15a"	chr25	-	27837740	27838205	27837740	27837938	27838056	27838205
5971	"ENSDARG00000045633"	"asb15a"	chr25	-	27837740	27838205	27837740	27837986	27838056	27838205
5972	"ENSDARG00000045633"	"asb15a"	chr25	-	27842087	27843066	27842087	27842178	27842309	27843066
5973	"ENSDARG00000021252"	"cct6a"	chr21	-	41824640	41824968	41824640	41824747	41824834	41824968
5974	"ENSDARG00000099039"	"pcbp2"	chr9	-	259195	259418	259195	259312	259389	259418
5975	"ENSDARG00000068323"	"astn1"	chr2	+	34970098	34970424	34970098	34970157	34970240	34970424
5976	"ENSDARG00000058848"	"mcoln1b"	chr3	-	6005711	6006035	6005711	6005813	6005888	6006035
5977	"ENSDARG00000002970"	"ss18"	chr2	-	1349515	1349789	1349515	1349646	1349759	1349789
5978	"ENSDARG00000104756"	NA	chr12	-	48983793	48984104	48983793	48983861	48983946	48984104
5979	"ENSDARG00000098946"	"pald1a"	chr12	-	48143314	48143618	48143314	48143449	48143530	48143618
5980	"ENSDARG00000029671"	"xpr1b"	chr2	+	7033157	7033445	7033157	7033259	7033347	7033445
5981	"ENSDARG00000029671"	"xpr1b"	chr2	+	7039700	7040110	7039700	7039834	7040026	7040110
5982	"ENSDARG00000018891"	"rnaseh2a"	chr1	-	51716244	51716569	51716244	51716382	51716457	51716569
5983	"ENSDARG00000019881"	"bsg"	chr22	+	18938620	18939045	18938620	18938900	18939024	18939045
5984	"ENSDARG00000019881"	"bsg"	chr22	+	18938620	18939045	18938620	18938900	18939036	18939045
5985	"ENSDARG00000019881"	"bsg"	chr22	+	18942353	18942574	18942353	18942366	18942500	18942574
5986	"ENSDARG00000008502"	"pno1"	chr13	-	1126497	1126895	1126497	1126568	1126792	1126895
5987	"ENSDARG00000008502"	"pno1"	chr13	-	1126863	1127048	1126863	1126895	1126987	1127048
5988	"ENSDARG00000008502"	"pno1"	chr13	-	1126863	1127048	1126863	1126909	1126987	1127048
5989	"ENSDARG00000008502"	"pno1"	chr13	-	1126863	1127048	1126863	1126910	1126987	1127048
5990	"ENSDARG00000103044"	NA	chrKN150552.1	+	32976	33283	32976	33059	33218	33283
5991	"ENSDARG00000111013"	"dicp1.1"	chr3	+	721045	721242	721045	721077	721173	721242
5992	"ENSDARG00000090337"	"pprc1"	chr13	-	12010352	12010708	12010352	12010504	12010589	12010708
5993	"ENSDARG00000090337"	"pprc1"	chr13	-	12018493	12018924	12018493	12018646	12018777	12018924
5994	"ENSDARG00000104829"	"zgc:112146"	chr3	+	49074007	49074318	49074007	49074176	49074256	49074318
5995	"ENSDARG00000104829"	"zgc:112146"	chr3	+	49074256	49074439	49074256	49074311	49074398	49074439
5996	"ENSDARG00000089200"	"si:dkey-103g5.4"	chr15	+	21912660	21913039	21912660	21912818	21912901	21913039
5997	"ENSDARG00000089200"	"si:dkey-103g5.4"	chr15	+	21912901	21913350	21912901	21913039	21913202	21913350
5998	"ENSDARG00000089200"	"si:dkey-103g5.4"	chr15	+	21925326	21925660	21925326	21925516	21925594	21925660
5999	"ENSDARG00000089200"	"si:dkey-103g5.4"	chr15	+	21925594	21925886	21925594	21925660	21925748	21925886
6000	"ENSDARG00000089200"	"si:dkey-103g5.4"	chr15	+	21925748	21926026	21925748	21925886	21925966	21926026
6001	"ENSDARG00000100452"	"nop53"	chr15	+	6653042	6653222	6653042	6653119	6653204	6653222
6002	"ENSDARG00000100452"	"nop53"	chr15	+	6653042	6653222	6653042	6653119	6653206	6653222
6003	"ENSDARG00000100452"	"nop53"	chr15	+	6653042	6653222	6653042	6653119	6653213	6653222
6004	"ENSDARG00000100452"	"nop53"	chr15	+	6658938	6659156	6658938	6659034	6659132	6659156
6005	"ENSDARG00000100452"	"nop53"	chr15	+	6665885	6666227	6665885	6665958	6666079	6666227
6006	"ENSDARG00000003197"	"wdr21"	chr16	+	3187132	3187302	3187132	3187212	3187293	3187302
6007	"ENSDARG00000021242"	"mvp"	chr3	-	15712610	15712935	15712610	15712737	15712820	15712935
6008	"ENSDARG00000010728"	"scin"	chr19	-	31347674	31348059	31347674	31347847	31347999	31348059
6009	"ENSDARG00000059574"	"fscn2a"	chr3	+	57253585	57253946	57253585	57253702	57253778	57253946
6010	"ENSDARG00000013031"	"mta2"	chr7	+	17929198	17929481	17929198	17929313	17929417	17929481
6011	"ENSDARG00000013031"	"mta2"	chr7	+	17933102	17933480	17933102	17933202	17933293	17933480
6012	"ENSDARG00000114814"	"dicp1.1"	chr3	-	580350	580800	580350	580385	580476	580800
6013	"ENSDARG00000052816"	"shmt1"	chr3	-	40265484	40265822	40265484	40265601	40265719	40265822
6014	"ENSDARG00000008372"	"spred2b"	chr13	-	5893816	5894080	5893816	5893881	5893984	5894080
6015	"ENSDARG00000008372"	"spred2b"	chr13	-	5893984	5894433	5893984	5894080	5894264	5894433
6016	"ENSDARG00000102506"	"lrp2a"	chr9	+	48455908	48456179	48455908	48456016	48456111	48456179
6017	"ENSDARG00000029356"	"mboat1"	chr16	-	6409395	6409748	6409395	6409595	6409692	6409748
6018	"ENSDARG00000052840"	"ndufs4"	chr5	+	40501248	40501732	40501248	40501317	40501541	40501732
6019	"ENSDARG00000100623"	"trrap"	chr12	+	17953493	17953969	17953493	17953682	17953777	17953969
6020	"ENSDARG00000032013"	"pafah1b1a"	chr15	-	25283800	25284107	25283800	25284007	25284097	25284107
6021	"ENSDARG00000032013"	"pafah1b1a"	chr15	-	25284097	25284279	25284097	25284107	25284204	25284279
6022	"ENSDARG00000032013"	"pafah1b1a"	chr15	-	25319307	25319663	25319307	25319317	25319493	25319663
6023	"ENSDARG00000029204"	"tyrp1a"	chr7	-	74085404	74085861	74085404	74085551	74085682	74085861
6024	"ENSDARG00000007247"	"ric8a"	chr25	+	10480515	10480853	10480515	10480653	10480733	10480853
6025	"ENSDARG00000079271"	"dcxr"	chr12	-	3044808	3045210	3044808	3044841	3045092	3045210
6026	"ENSDARG00000079271"	"dcxr"	chr12	-	3049008	3049412	3049008	3049230	3049347	3049412
6027	"ENSDARG00000006983"	"celf3b"	chr16	+	1358411	1358800	1358411	1358498	1358668	1358800
6028	"ENSDARG00000098749"	"tbcd"	chr3	+	48253436	48253782	48253436	48253560	48253639	48253782
6029	"ENSDARG00000098749"	"tbcd"	chr3	+	48253436	48253933	48253436	48253782	48253872	48253933
6030	"ENSDARG00000098749"	"tbcd"	chr3	+	48253849	48254165	48253849	48253933	48254090	48254165
6031	"ENSDARG00000116052"	"il4r.2"	chr3	-	44007048	44007302	44007048	44007112	44007208	44007302
6032	"ENSDARG00000029848"	"zgc:161973"	chr2	+	22666382	22666778	22666382	22666487	22666578	22666778
6033	"ENSDARG00000029848"	"zgc:161973"	chr2	+	22671783	22672141	22671783	22671900	22672019	22672141
6034	"ENSDARG00000032951"	"nrbp2a"	chr2	-	32678433	32678716	32678433	32678489	32678670	32678716
6035	"ENSDARG00000032951"	"nrbp2a"	chr2	-	32682143	32682403	32682143	32682227	32682307	32682403
6036	"ENSDARG00000032951"	"nrbp2a"	chr2	-	32682200	32682557	32682200	32682403	32682510	32682557
6037	"ENSDARG00000032951"	"nrbp2a"	chr2	-	32683772	32684223	32683772	32683848	32684199	32684223
6038	"ENSDARG00000032951"	"nrbp2a"	chr2	-	32686822	32687208	32686822	32686945	32687047	32687208
6039	"ENSDARG00000075212"	"march11"	chr2	+	42592571	42592941	42592571	42592742	42592754	42592941
6040	"ENSDARG00000068719"	"gmnc"	chr15	+	36310431	36310861	36310431	36310621	36310781	36310861
6041	"ENSDARG00000042637"	"tert"	chr19	+	636210	636510	636210	636282	636378	636510
6042	"ENSDARG00000056050"	"kctd17"	chr12	+	19055503	19055999	19055503	19055595	19055734	19055999
6043	"ENSDARG00000056050"	"kctd17"	chr12	+	19055505	19055951	19055505	19055595	19055852	19055951
6044	"ENSDARG00000056050"	"kctd17"	chr12	+	19055503	19055999	19055503	19055595	19055855	19055999
6045	"ENSDARG00000003021"	"hdac8"	chr7	-	51702629	51702924	51702629	51702768	51702846	51702924
6046	"ENSDARG00000015998"	"wdhd1"	chr17	-	15160268	15160747	15160268	15160468	15160671	15160747
6047	"ENSDARG00000103207"	"rab11fip4b"	chr6	+	18435695	18436161	18435695	18435875	18436020	18436161
6048	"ENSDARG00000090943"	"CABZ01033205.1"	chr15	-	461138	461595	461138	461338	461438	461595
6049	"ENSDARG00000087950"	"CABZ01044053.1"	chr15	-	46672895	46673161	46672895	46672949	46673133	46673161
6050	"ENSDARG00000087993"	"bada"	chr21	+	27189752	27190108	27189752	27189950	27190031	27190108
6051	"ENSDARG00000008287"	"fam114a1"	chr1	-	18581091	18581457	18581091	18581238	18581371	18581457
6052	"ENSDARG00000008287"	"fam114a1"	chr1	-	18581091	18581457	18581091	18581290	18581371	18581457
6053	"ENSDARG00000011673"	"si:ch211-246m6.5"	chr22	-	14145509	14145917	14145509	14145742	14145833	14145917
6054	"ENSDARG00000078772"	"nbr1b"	chr3	+	32936969	32937422	32936969	32937165	32937296	32937422
6055	"ENSDARG00000078772"	"nbr1b"	chr3	+	32941193	32941512	32941193	32941322	32941415	32941512
6056	"ENSDARG00000078772"	"nbr1b"	chr3	+	32941193	32941512	32941193	32941322	32941440	32941512
6057	"ENSDARG00000078772"	"nbr1b"	chr3	+	32941415	32941722	32941415	32941512	32941611	32941722
6058	"ENSDARG00000078772"	"nbr1b"	chr3	+	32941415	32941722	32941415	32941516	32941611	32941722
6059	"ENSDARG00000054583"	"mfsd6b"	chr9	-	41495771	41496077	41495771	41495869	41495972	41496077
6060	"ENSDARG00000021172"	"cyp2ad2"	chr20	-	25537866	25538156	25537866	25538054	25538140	25538156
6061	"ENSDARG00000021172"	"cyp2ad2"	chr20	-	25540349	25540714	25540349	25540507	25540604	25540714
6062	"ENSDARG00000012366"	"fbp2"	chr5	-	44826606	44826903	44826606	44826615	44826810	44826903
6063	"ENSDARG00000029761"	"mpp6b"	chr19	-	20071359	20071808	20071359	20071562	20071648	20071808
6064	"ENSDARG00000029761"	"mpp6b"	chr19	-	20074098	20074565	20074098	20074167	20074484	20074565
6065	"ENSDARG00000029761"	"mpp6b"	chr19	-	20099221	20099438	20099221	20099255	20099361	20099438
6066	"ENSDARG00000061508"	"tgfbrap1"	chr6	-	15043586	15043911	15043586	15043706	15043851	15043911
6067	"ENSDARG00000061508"	"tgfbrap1"	chr6	-	15043586	15043911	15043586	15043746	15043851	15043911
6068	"ENSDARG00000010423"	"npsn"	chr7	-	38656648	38657072	38656648	38656827	38656933	38657072
6069	"ENSDARG00000010423"	"npsn"	chr7	-	38658058	38658225	38658058	38658076	38658191	38658225
6070	"ENSDARG00000010423"	"npsn"	chr7	-	38658058	38658400	38658058	38658225	38658319	38658400
6071	"ENSDARG00000090793"	"si:ch211-207j7.2"	chr6	+	8088436	8088619	8088436	8088458	8088539	8088619
6072	"ENSDARG00000014159"	"mtdha"	chr19	-	32899041	32899365	32899041	32899159	32899243	32899365
6073	"ENSDARG00000014159"	"mtdha"	chr19	-	32899243	32899560	32899243	32899345	32899439	32899560
6074	"ENSDARG00000014159"	"mtdha"	chr19	-	32902914	32903267	32902914	32903096	32903186	32903267
6075	"ENSDARG00000095332"	"si:dkey-14d8.1"	chr4	-	5370055	5370378	5370055	5370167	5370272	5370378
6076	"ENSDARG00000059475"	"camsap3"	chr3	+	53425887	53426227	53425887	53425971	53426194	53426227
6077	"ENSDARG00000059475"	"camsap3"	chr3	+	53447539	53448004	53447539	53447820	53447910	53448004
6078	"ENSDARG00000030716"	"ing4"	chr19	-	9521321	9521656	9521321	9521458	9521584	9521656
6079	"ENSDARG00000030954"	"ftr56"	chr19	-	12400853	12401086	12400853	12400913	12401011	12401086
6080	"ENSDARG00000030954"	"ftr56"	chr19	-	12401011	12401528	12401011	12401086	12401294	12401528
6081	"ENSDARG00000100334"	"lat"	chr3	-	15432988	15433336	15432988	15433056	15433293	15433336
6082	"ENSDARG00000104868"	NA	chr5	+	65594245	65594723	65594245	65594257	65594638	65594723
6083	"ENSDARG00000104868"	NA	chr5	+	65594245	65594723	65594245	65594352	65594638	65594723
6084	"ENSDARG00000094171"	"lrp1ba"	chr22	-	14459333	14459795	14459333	14459522	14459595	14459795
6085	"ENSDARG00000074843"	"phldb2b"	chr24	-	25106715	25106974	25106715	25106730	25106868	25106974
6086	"ENSDARG00000074843"	"phldb2b"	chr24	-	25107525	25107927	25107525	25107669	25107747	25107927
6087	"ENSDARG00000074843"	"phldb2b"	chr24	-	25107525	25107927	25107525	25107669	25107751	25107927
6088	"ENSDARG00000074843"	"phldb2b"	chr24	-	25110537	25111030	25110537	25110672	25110940	25111030
6089	"ENSDARG00000074843"	"phldb2b"	chr24	-	25110940	25111235	25110940	25111030	25111127	25111235
6090	"ENSDARG00000061013"	"ankfy1"	chr5	+	31021046	31021435	31021046	31021215	31021342	31021435
6091	"ENSDARG00000099846"	"si:ch211-154o6.3"	chr16	+	21703221	21703493	21703221	21703369	21703449	21703493
6092	"ENSDARG00000099846"	"si:ch211-154o6.3"	chr16	+	21703221	21703679	21703221	21703493	21703585	21703679
6093	"ENSDARG00000099846"	"si:ch211-154o6.3"	chr16	+	21703221	21703709	21703221	21703369	21703585	21703709
6094	"ENSDARG00000005246"	"asb3"	chr12	+	24070573	24071054	24070573	24070692	24070838	24071054
6095	"ENSDARG00000040001"	"fryl"	chr20	+	23368404	23368848	23368404	23368618	23368723	23368848
6096	"ENSDARG00000040001"	"fryl"	chr20	+	23378394	23378711	23378394	23378517	23378607	23378711
6097	"ENSDARG00000040001"	"fryl"	chr20	+	23382467	23382810	23382467	23382482	23382688	23382810
6098	"ENSDARG00000040001"	"fryl"	chr20	+	23390729	23391142	23390729	23390804	23390884	23391142
6099	"ENSDARG00000054858"	"tp53bp2b"	chr22	+	28836318	28836725	28836318	28836493	28836599	28836725
6100	"ENSDARG00000054858"	"tp53bp2b"	chr22	+	28843886	28844829	28843886	28844053	28844785	28844829
6101	"ENSDARG00000078731"	"si:dkey-85k7.12"	chr7	+	21930858	21931252	21930858	21930929	21931046	21931252
6102	"ENSDARG00000078731"	"si:dkey-85k7.12"	chr7	+	21931046	21931252	21931046	21931102	21931230	21931252
6103	"ENSDARG00000053625"	"anxa2b"	chr7	-	29518747	29518997	29518747	29518870	29518978	29518997
6104	"ENSDARG00000103369"	"taldo1"	chr18	-	50796822	50797130	50796822	50796954	50797083	50797130
6105	"ENSDARG00000075015"	"soul5"	chr3	-	53484245	53484535	53484245	53484366	53484452	53484535
6106	"ENSDARG00000018461"	"zgc:56095"	chr24	+	7742198	7742526	7742198	7742316	7742438	7742526
